z,Snapshot,SubhaloID,"M,M_{\odot}","$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",SFR($M_{\odot}/yr$),$V_{max}$(km/s),$R_{max}$(kpc),$\sigma_v$(km/s),$R_{1/2M_*}(kpc)$
0.034,96,785493,1426343200.0,66304736.0,182113200.0,1177925200.0,0.015094474,65.502884,10.751489,34.69859,0.9648555
0.034,96,785751,1955813800.0,131059360.0,317409340.0,1507345000.0,0.047152214,60.939087,5.7854342,33.66512,1.2142718
0.034,96,785849,3283804000.0,166230610.0,394642080.0,2722931200.0,0.04120412,71.34465,7.6778674,36.472046,1.5972319
0.034,96,785912,1791319900.0,64864908.0,223484940.0,1501446400.0,0.017557029,63.19309,8.482177,33.42329,1.2323189
0.034,96,785959,817184200.0,44186600.0,128677890.0,644319740.0,0.020433795,56.712296,12.712921,30.98131,0.77171683
0.034,96,786008,2915190800.0,276609630.0,385277280.0,2253304000.0,0.100394696,64.431915,4.0687084,34.911835,1.5244468
0.034,96,786196,1263081900.0,49658984.0,203837470.0,1009585500.0,0.024933182,60.666565,10.192177,32.14308,0.968464
0.034,96,786449,1129667700.0,89974120.0,154888320.0,884805200.0,0.023620365,58.091377,10.496044,32.30884,0.9577384
0.034,96,786519,1243055600.0,69102020.0,176165710.0,997788100.0,0.04197069,61.287006,11.699776,32.989613,1.0066872
0.034,96,786609,1528200100.0,79921180.0,200930340.0,1247348400.0,0.0559357,62.82512,11.208191,33.449722,1.1007786
0.034,96,786628,890004160.0,72670410.0,161216660.0,656117060.0,0.049162485,57.801266,15.140619,30.975157,0.8151829
0.034,96,786914,1188654800.0,68097416.0,167690300.0,952867140.0,0.020596975,61.437332,8.928853,32.86914,0.90618163
0.034,96,787164,552541060.0,50955204.0,110002856.0,391583000.0,0.026244573,58.484657,9.132892,31.674353,0.62930065
0.034,96,787326,957084700.0,95873070.0,145653810.0,715557800.0,0.09679309,63.35989,11.64574,33.7448,0.67033213
0.034,96,787902,1455816800.0,89149050.0,161517760.0,1205150100.0,0.024060555,62.185986,6.630254,33.077053,1.0384368
0.034,96,788044,2538270200.0,128277784.0,384923040.0,2025069600.0,0.049868204,67.08429,8.837503,34.9126,1.4388342
0.034,96,788087,1670972400.0,164679300.0,261667040.0,1244625900.0,0.06367147,63.374844,14.111213,34.85339,1.1329094
0.034,96,788194,1008264600.0,74376696.0,118505810.0,815382000.0,0.03906926,62.365417,11.312421,33.208076,0.8677527
0.034,96,788432,1874122400.0,95989064.0,190475150.0,1587658100.0,0.026178775,64.895195,9.695845,34.073513,1.2920859
0.034,96,788600,1136809700.0,85214540.0,128221520.0,923373630.0,0.03849528,63.388058,7.6404624,33.120182,0.7439496
0.034,96,788620,452219700.0,57986324.0,115633200.0,278600200.0,0.03736705,52.934628,12.787646,28.267767,0.558402
0.034,96,788730,841572160.0,75570750.0,134840370.0,631161000.0,0.039632447,58.42832,8.927154,31.203075,0.74366975
0.034,96,788864,1316331900.0,57739120.0,162341730.0,1096251000.0,0.0335269,64.34977,8.166246,33.99074,0.8267423
0.034,96,788958,1606050300.0,170298610.0,255557600.0,1180193900.0,0.05672287,59.263023,13.077485,32.535095,1.1733106
0.034,96,789051,492395300.0,34986896.0,113014950.0,344393400.0,0.018351208,54.621647,17.370441,29.985933,0.54014385
0.034,96,789210,2278505200.0,131287530.0,295933020.0,1851284700.0,0.04137852,66.5524,4.506048,34.028,1.1548055
0.034,96,789227,491907230.0,59908204.0,110746650.0,321252350.0,0.03986829,57.7581,10.956734,30.576014,0.521953
0.034,96,789645,2157358300.0,106983900.0,246279440.0,1804095000.0,0.027840637,64.19119,11.0104,33.765186,1.3657349
0.034,96,789935,1628126200.0,60205228.0,211673400.0,1356247600.0,0.016869191,64.89617,5.213025,33.80853,0.9218671
0.034,96,789949,1496600200.0,57759812.0,213725490.0,1225114900.0,0.02278311,64.34283,6.554372,33.581497,0.9730868
0.034,96,790325,960374900.0,64674680.0,115256700.0,780443500.0,0.018694464,59.418694,11.691576,32.634186,0.8492215
0.034,96,790510,2146481000.0,179104350.0,274903230.0,1692473500.0,0.06792187,64.52972,5.0401793,33.49273,1.1933823
0.034,96,790640,1511957900.0,143350610.0,177069620.0,1191537700.0,0.031169685,57.966488,13.245608,30.768068,1.23343
0.034,96,790724,943590460.0,79460220.0,144034850.0,720095360.0,0.02938621,55.148064,8.134048,30.07042,0.8301033
0.034,96,790842,646724540.0,52727236.0,115748744.0,478248500.0,0.03553452,58.569984,11.759939,31.624918,0.57525796
0.034,96,790888,1749900900.0,149216620.0,175467310.0,1425217000.0,0.04335069,62.108513,6.2999578,32.418533,1.1418175
0.034,96,791164,729614140.0,55607428.0,145392300.0,528614400.0,0.035685986,59.5334,11.326573,31.976688,0.73703146
0.034,96,791286,825141440.0,53010052.0,120097980.0,652033340.0,0.035534944,61.781395,10.347226,32.844276,0.715274
0.034,96,791362,1737171100.0,64673932.0,284487400.0,1388009700.0,0.024852866,63.33065,9.772046,33.531734,1.1920056
0.034,96,791814,960136300.0,80059990.0,147729940.0,732346430.0,0.042252973,62.508087,13.039095,33.42133,0.8636823
0.034,96,791868,1567066100.0,92502490.0,187739250.0,1286824400.0,0.03145876,63.04373,7.1381536,34.465645,0.9808081
0.034,96,792026,793161300.0,69645260.0,109597270.0,613918660.0,0.044408247,59.087254,12.241438,32.219013,0.7311295
0.034,96,792044,2081998800.0,171992780.0,353202750.0,1556803300.0,0.040426597,62.433292,10.217014,32.49911,1.4182357
0.034,96,792198,3532616000.0,464380300.0,407013980.0,2661222000.0,0.090034515,63.685905,10.107444,32.96105,2.0740292
0.034,96,792424,1001296400.0,39697584.0,136474850.0,823549440.0,0.020587213,53.997883,6.7620416,29.15873,0.87516195
