,z,Snapshot,SubhaloID,"M,M_{\odot}","$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",SFR($M_{\odot}/yr$),$V_{max}$(km/s),$R_{max}$(kpc),$\sigma_v$(km/s),$R_{1/2M_*}(kpc)$
21906,0.546,65,371863,285178860000.0,21943990000.0,71365790000.0,191734120000.0,8.572623,245.37817,24.423609,135.48683,10.286723
21990,0.546,65,392370,1883893600.0,137063840.0,107444540.0,1639385200.0,0.039318513,59.62159,9.461504,33.434643,1.297848
22528,0.546,65,477733,3791608000.0,490641800.0,206870030.0,3094095600.0,0.07111357,62.62958,12.2391,36.953815,2.4118183
22993,0.546,65,527686,19254819000.0,2536873700.0,4065199600.0,12643186000.0,1.2176249,116.654785,6.3776255,64.457535,3.0453503
24232,0.546,65,608059,5382188500.0,443550660.0,377018980.0,4560150000.0,0.087195575,78.00699,16.004728,43.327427,2.470751
26316,0.546,65,775266,3485656800.0,212191540.0,131726200.0,3141738800.0,0.014904968,50.26244,9.660438,27.677692,3.0479584
28298,0.576,64,519892,39046832000.0,4220041500.0,4121817300.0,30693665000.0,0.8625273,123.216385,21.210108,67.46306,5.8241887
28997,0.576,64,573592,10989633000.0,1278183400.0,2226521300.0,7477285000.0,0.76141363,103.091156,3.780278,53.599136,2.2345
29187,0.576,64,584470,7267153000.0,812143170.0,689573060.0,5763031000.0,0.23181108,81.734955,13.411206,49.53786,2.5273979
31980,0.599,63,218217,14029749000.0,1170942000.0,3787458600.0,9055868000.0,0.7431734,108.3891,3.3562646,63.042725,2.6358783
33383,0.599,63,500814,8666283000.0,785615040.0,1110732500.0,6763088000.0,0.32581723,98.58394,15.369123,55.20157,2.1864405
34443,0.599,63,582374,11403273000.0,824844300.0,1287364100.0,9287732000.0,0.20193332,95.95436,13.068341,55.348,2.9917798
34463,0.599,63,583408,8072995300.0,1211525900.0,728135100.0,6130565600.0,0.34819174,88.727005,21.177973,49.48176,2.8478236
34984,0.599,63,609904,1884383400.0,170065460.0,160988850.0,1551812200.0,0.039850898,66.5336,20.08501,40.30458,1.3582149
35408,0.599,63,629572,6539003400.0,473566460.0,703064100.0,5362373000.0,0.13990861,86.11678,10.349464,45.630787,2.1971157
35647,0.599,63,640328,2727414800.0,285629540.0,308724100.0,2133061200.0,0.1027564,66.356186,15.999427,37.390984,1.4861666
35856,0.599,63,649155,1481891700.0,75264424.0,109820504.0,1296806800.0,0.019520385,64.79872,16.08108,38.148808,1.090035
35903,0.599,63,650873,1676440600.0,182565180.0,173020030.0,1320855300.0,0.087528296,65.531624,10.339115,36.81288,1.097427
36013,0.599,63,655059,2584605400.0,190361920.0,413187330.0,1981056300.0,0.07586419,77.31494,8.210219,41.835583,1.1152209
36043,0.599,63,656514,3183380000.0,356145900.0,421925380.0,2405309000.0,0.1474751,74.80612,12.202767,40.616653,1.4543365
37328,0.621,62,243148,282289540000.0,8367214000.0,114945340000.0,158776700000.0,3.580455,388.88168,1.0343461,195.2464,5.834404
38064,0.621,62,416399,2041060000.0,251300460.0,193480340.0,1596279300.0,0.05127578,55.913082,9.7595625,31.963388,1.6328188
39241,0.621,62,552159,806590000.0,87051270.0,199999250.0,519539460.0,0.03492423,44.839836,1.7398497,28.472136,0.8655856
41587,0.621,62,672984,1800122400.0,183203090.0,180812500.0,1436106900.0,0.0621619,66.593285,12.630787,36.310677,1.2995371
42581,0.645,61,265444,24469373000.0,1410685800.0,6347703000.0,16692872000.0,0.46035904,131.73074,7.334843,72.628136,3.037179
43862,0.645,61,497338,4241870000.0,343417380.0,392811500.0,3503374800.0,0.093541145,77.95734,13.607791,45.85645,1.9310547
44101,0.645,61,521131,21990732000.0,2978817500.0,2528333800.0,16478249000.0,0.8913562,109.25056,14.98408,61.57695,4.0376287
45051,0.645,61,588975,2032351200.0,136289330.0,197509230.0,1696557300.0,0.023200206,73.72045,48.48919,46.160614,1.8401723
45660,0.645,61,619409,7721851400.0,390666300.0,672160060.0,6657818600.0,0.12805109,85.49961,11.008681,46.525536,2.451245
47036,0.645,61,695541,2064029700.0,119315630.0,199152140.0,1745561700.0,0.04057466,65.5987,3.9496312,35.58762,1.1054368
48479,0.676,60,435803,42494853000.0,4962469400.0,10864488000.0,26641256000.0,4.2153425,161.57553,5.2054996,83.61988,3.5638132
49805,0.676,60,573337,5327992300.0,694376200.0,532501980.0,4098690000.0,0.25443065,81.9185,23.107952,46.878006,2.2361717
49915,0.676,60,580048,4411118000.0,503243800.0,395572800.0,3510181000.0,0.14166266,85.76434,14.873669,48.95474,1.9748508
51721,0.676,60,672952,2166907000.0,128358030.0,201330320.0,1837218600.0,0.03093992,65.764366,7.5848484,36.69125,1.3033911
51819,0.676,60,679958,1508337200.0,126075160.0,128561140.0,1253700900.0,0.0432995,59.55383,9.546075,32.749474,1.2564932
52970,0.7,59,349506,8438742500.0,578287170.0,553410400.0,7303499300.0,0.12830158,84.36055,16.151922,46.685535,2.930542
54059,0.7,59,523621,4520589000.0,574131600.0,615341400.0,3328228600.0,0.26701248,92.472,18.133297,55.09246,1.7144885
54340,0.7,59,549193,9362435000.0,370684700.0,1262860300.0,7724122600.0,0.08404682,94.74166,13.488455,52.54757,2.430196
54670,0.7,59,573867,3798917000.0,201422690.0,133595530.0,3463899000.0,0.012357302,70.33177,14.089222,38.9775,2.1811068
55134,0.7,59,599416,3686080800.0,269114620.0,216139120.0,3198457300.0,0.055785917,77.74202,20.36065,43.935905,1.7812991
55156,0.7,59,600590,2762635500.0,170122850.0,300712540.0,2289150000.0,0.047954325,76.35393,24.112421,44.904476,1.4704888
57532,0.733,58,321553,9503038000.0,1173791000.0,874295000.0,7450966500.0,0.17869802,74.56781,7.4991674,44.36205,3.6769474
58028,0.733,58,433586,54034952000.0,7330547700.0,13576150000.0,33107143000.0,4.770385,163.37036,8.09153,91.23251,4.360191
58686,0.733,58,527524,1660841600.0,142201420.0,240890700.0,1277749400.0,0.06016058,68.44303,7.727004,40.772503,0.9872014
58954,0.733,58,552116,13118604000.0,1210306400.0,1552934300.0,10350406000.0,0.2546033,101.30105,8.936437,56.499626,2.9119508
60265,0.733,58,634540,2730668000.0,243726080.0,173289730.0,2313652200.0,0.05006144,70.423546,12.448835,40.229393,1.5504599
61199,0.757,57,67702,6279274000.0,400903360.0,1706655700.0,4164029400.0,0.19097126,94.512825,3.4538953,51.711174,1.5208352
63209,0.757,57,550213,8634160000.0,894956200.0,1180383400.0,6554818600.0,0.31323034,89.947,10.528193,48.245243,2.482256
64274,0.757,57,622788,2604107800.0,216444030.0,164761070.0,2222903000.0,0.048265185,73.718956,18.25271,43.949223,1.6389081
65876,0.791,56,297264,27121410000.0,2819699500.0,6877080000.0,17399355000.0,1.771336,150.10088,3.163906,84.10737,2.7435923
65922,0.791,56,311553,123470635000.0,3142471700.0,51178164000.0,68903180000.0,5.2298164,326.35315,0.6228044,141.96974,4.3634043
66358,0.791,56,418114,10205933000.0,1625642800.0,2468662300.0,6104702000.0,0.8917441,123.86406,81.693085,83.90599,2.141674
66836,0.791,56,507852,16381341000.0,2022192800.0,1703711400.0,12650899000.0,0.50145394,109.94903,17.104017,60.443405,3.5538282
67541,0.791,56,576889,5426243000.0,265157780.0,398650850.0,4759344000.0,0.0673883,85.12002,23.260437,49.19759,1.9485441
70091,0.817,55,429480,1642577700.0,113788090.0,149854830.0,1378934900.0,0.04349268,70.73311,9.264273,43.414833,0.97399175
70772,0.817,55,543340,8577131500.0,645005760.0,601384200.0,7328002000.0,0.16033502,91.704315,16.681223,51.35535,2.699048
73784,0.851,54,500778,14463725000.0,1430973800.0,1427777900.0,11600930000.0,0.48078573,105.7323,18.26249,59.79474,3.3033285
73988,0.851,54,532898,4197271600.0,324728800.0,1174111700.0,2691622700.0,0.19705561,100.475624,14.324214,56.797676,1.0787396
74304,0.851,54,567320,6037206000.0,478457060.0,680301000.0,4875050000.0,0.14424823,91.08945,16.079472,50.419273,2.1523285
76685,0.887,53,510848,7529360000.0,563258240.0,2168334000.0,4784754000.0,0.6035863,117.36945,3.2245648,62.66116,1.1911496
78480,0.923,52,315980,66019750000.0,6645393000.0,13763746000.0,45563384000.0,2.283803,180.10625,17.470156,97.18822,4.8630705
80016,0.951,51,25803,5360234500.0,167965390.0,1148617000.0,4037888000.0,0.04001857,83.88748,5.5543427,45.702366,1.6574035
82095,0.997,50,174076,63866032000.0,6616459000.0,7039448000.0,50200666000.0,1.7944087,145.74463,21.224396,85.77596,6.7135215
82096,0.997,50,174084,6361223700.0,328969120.0,973258430.0,5055187000.0,0.103407584,79.97536,5.0525503,49.37577,2.1533668
82184,0.997,50,221051,7630207500.0,787613440.0,681382900.0,6158698000.0,0.15439083,76.56596,8.704981,46.490665,2.947264
82346,0.997,50,290860,2387106600.0,91497790.0,256394260.0,2036413200.0,0.0271817,67.52877,5.185064,41.592415,1.2034127
84137,1.036,49,454086,15794605000.0,1196376700.0,3754446800.0,10829562000.0,0.5789899,131.42337,8.820537,73.13193,2.1481137
