,z,Snapshot,SubhaloID,"M,M_{\odot}","$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",SFR($M_{\odot}/yr$),$V_{max}$(km/s),$R_{max}$(kpc),$\sigma_v$(km/s),$R_{1/2M_*}(kpc)$
23809,0.153,87,645929,17052200000.0,1438548000.0,1334346900.0,14272589000.0,0.19513914,102.264244,18.493418,55.16025,4.1303606
24819,0.153,87,733687,2341862100.0,137634720.0,170990240.0,2033237100.0,0.038391475,60.68035,12.520626,34.20148,1.8135816
25796,0.169,86,506576,8772499000.0,1244822400.0,1521737900.0,5999887000.0,0.1912201,78.5659,8.156371,41.099224,3.1195827
25809,0.169,86,508988,52213690000.0,3232268300.0,18333415000.0,30577960000.0,4.9741306,190.9535,4.963187,104.94105,3.1145165
26073,0.169,86,559849,4166933800.0,396082800.0,494349280.0,3276501500.0,0.122009516,74.954124,11.81343,42.696762,1.8103138
26769,0.169,86,638738,2823710200.0,385492450.0,662888060.0,1770064100.0,0.29623505,75.79001,2.145112,46.471905,1.0589801
26905,0.169,86,651540,12634737000.0,1135705100.0,856448800.0,10637174000.0,0.19410546,92.55398,21.528175,51.262016,3.825805
27625,0.169,86,716387,1656136000.0,73287750.0,251646560.0,1329930400.0,0.05251852,70.29589,13.298717,37.573524,1.0379372
28109,0.18,85,59189,43447060000.0,5934472000.0,5155089000.0,32342580000.0,1.2548004,120.95542,13.432601,70.49224,6.4057574
28943,0.18,85,546915,41792565000.0,3771851000.0,15561905000.0,22430040000.0,3.3387,161.34393,6.0873313,81.17248,3.4749322
29236,0.18,85,588969,27136754000.0,2116738700.0,2474595800.0,22533947000.0,0.30496135,118.17033,32.258175,64.935074,4.9645658
30140,0.18,85,675783,4665906000.0,303290980.0,1210928300.0,3144007700.0,0.13760248,86.499176,3.570063,46.179337,1.3778601
30154,0.18,85,677197,5485291500.0,469254620.0,572582600.0,4440814600.0,0.08530362,76.10911,12.512432,40.92766,2.3444934
30182,0.18,85,680499,2808006000.0,241681380.0,457292160.0,2104475100.0,0.10436614,77.60184,12.231278,43.771065,1.2642432
31541,0.197,84,478819,64883266000.0,8754331000.0,13956549000.0,42132152000.0,2.8545814,149.12717,17.044476,83.71145,6.523753
32724,0.197,84,644615,3898799000.0,332368700.0,366982080.0,3197096200.0,0.06696933,71.23539,12.037716,39.83688,2.0413065
34154,0.214,83,385562,37633376000.0,4301527000.0,7766854700.0,25545005000.0,1.260121,130.8234,11.1185665,70.77292,4.7907557
34286,0.214,83,442586,131300820000.0,4708633600.0,60407718000.0,66034594000.0,2.4786935,266.84204,0.9456814,126.9494,4.5540075
34368,0.214,83,475323,22514127000.0,1241142900.0,5524229600.0,15730929000.0,0.35672933,123.49705,7.001517,67.80213,3.1928096
34655,0.214,83,539324,72796330000.0,5742395000.0,15260964000.0,51757933000.0,1.8950707,159.02676,15.821344,81.37632,6.275183
35352,0.214,83,620492,1769787100.0,193720060.0,178982380.0,1397084800.0,0.057566248,59.00594,16.74775,33.214855,1.4474618
37505,0.226,82,551154,2814677000.0,202993860.0,592058560.0,2019624600.0,0.10729472,72.36416,12.521194,45.502163,1.2971189
37847,0.226,82,593940,21232177000.0,2008699600.0,4207356700.0,15001759000.0,0.8093324,115.91829,7.651188,60.22974,3.4105525
37946,0.226,82,604867,11331148000.0,1049891840.0,3167383300.0,7100221000.0,0.9110888,116.85699,2.8387473,57.040432,1.8123281
38674,0.226,82,680971,4942972400.0,449201700.0,893244350.0,3598207700.0,0.15792704,79.35669,5.856166,43.15514,1.7909515
41715,0.244,81,716154,3623750400.0,347161700.0,500568800.0,2776019500.0,0.16560955,76.959076,4.0951924,38.352337,1.3583765
41746,0.244,81,720206,2247095600.0,127102880.0,322703870.0,1797289000.0,0.12254306,73.733986,7.015821,38.763332,1.0976204
41873,0.244,81,751405,948850370.0,92089710.0,109894264.0,746866300.0,0.06092977,59.882324,9.264171,31.673742,0.7450065
42053,0.261,80,242388,428264950000.0,9542470000.0,189864500000.0,228365940000.0,3.2339067,504.75555,1.3332536,198.70148,7.6135473
42311,0.261,80,408836,11888099000.0,794423700.0,1854321900.0,9231014000.0,0.20702828,94.98136,6.430031,51.281834,2.851812
43468,0.261,80,617134,3694258000.0,356719460.0,1162344200.0,2167999500.0,0.21182989,87.439125,17.960016,48.43369,1.2072332
46574,0.273,79,670184,3211323400.0,308318370.0,393065100.0,2506040600.0,0.14337458,76.61917,14.544893,42.897266,1.402901
48335,0.298,78,575824,9821812000.0,1399725800.0,886284160.0,7531280400.0,0.41151983,86.74525,17.189125,51.61351,3.0725052
49195,0.298,78,674690,3086524000.0,121014310.0,537052300.0,2426181400.0,0.11997784,79.35646,0.36706564,42.897343,1.2668406
49226,0.298,78,678377,4957506000.0,471467800.0,1237668600.0,3248369400.0,0.28467384,91.4726,4.272728,45.007057,1.3407452
49503,0.298,78,709421,1510563000.0,84054470.0,182336290.0,1244172200.0,0.06898034,68.42346,12.065168,36.796196,0.96173
50323,0.31,77,493745,8345639400.0,936533000.0,616273900.0,6789405000.0,0.14772235,73.674126,7.978532,41.614597,3.3562367
50971,0.31,77,589581,19234888000.0,2149245400.0,2195047700.0,14883786000.0,0.45887458,105.69674,17.370918,56.44066,4.154203
51971,0.31,77,707232,955523700.0,86139310.0,149742750.0,719641540.0,0.06449657,62.742306,17.552774,35.136803,0.7689978
52190,0.329,76,202582,18490140000.0,1456148900.0,7076442600.0,9923430000.0,0.8122825,133.05736,4.3796506,76.1194,2.2474606
52676,0.329,76,474002,31125062000.0,1187035100.0,13148083000.0,16717827000.0,0.723614,194.3419,1.0759258,98.07439,2.0652719
53462,0.329,76,595505,13370218000.0,2229929700.0,1039111400.0,10095400000.0,0.937898,98.506454,28.874962,57.608875,3.5339358
54138,0.329,76,678472,3734524700.0,337150270.0,232947800.0,3164426500.0,0.078844205,69.505196,16.640232,38.887886,1.9650284
54544,0.348,75,198977,35879500000.0,4412340700.0,5369074000.0,26085874000.0,2.060996,123.01292,9.81869,74.80812,5.1061554
54751,0.348,75,367128,253261250000.0,11382288000.0,98843520000.0,142770360000.0,6.1413655,338.18863,1.1513177,150.92374,6.5756154
55116,0.348,75,489348,60045214000.0,8123778600.0,5991013000.0,45915492000.0,1.2265892,133.88771,27.29821,72.15425,8.058189
56417,0.348,75,667109,4514802000.0,544293500.0,824685950.0,3145822700.0,0.25684208,78.3041,11.746888,42.272717,1.7517374
56594,0.348,75,687372,1171144200.0,194221060.0,104822780.0,872100350.0,0.060676962,56.417152,19.300343,32.755302,1.2676868
56827,0.361,74,135273,88426990000.0,11043508000.0,22078080000.0,55268106000.0,2.6072922,157.43019,16.10633,86.22083,7.680728
57109,0.361,74,374734,2001600300.0,139609020.0,424977060.0,1437014400.0,0.16317333,71.31313,0.4382969,39.4371,0.9975668
57220,0.361,74,417148,198454850000.0,14334591000.0,63089260000.0,120897970000.0,7.014541,245.47922,10.396525,121.6613,7.1437993
57732,0.361,74,537030,46909493000.0,6827628000.0,6818740000.0,33251432000.0,2.0365467,128.90413,13.265071,68.709404,6.0904775
57765,0.361,74,541695,4872049000.0,288443260.0,454426370.0,4125914600.0,0.12389033,85.51707,16.307426,49.1991,1.9881525
58019,0.361,74,574831,21950170000.0,2382009000.0,2423278600.0,17138449000.0,0.32345018,107.10821,20.169092,59.15726,4.508287
58379,0.361,74,613796,11762226000.0,946410240.0,2690970400.0,8112983000.0,0.5439447,110.05728,3.879013,54.446346,2.094967
59101,0.38,73,135048,3089612800.0,298419650.0,570558900.0,2220634400.0,0.14419292,73.005936,8.432906,39.626793,1.3910626
60840,0.38,73,641857,2569285600.0,240106050.0,189918990.0,2137598700.0,0.08010441,70.127174,14.989457,41.290897,1.53353
62822,0.4,72,617688,13455224000.0,1772559200.0,597153100.0,11083659000.0,0.15365069,82.94546,18.996231,47.60414,4.572958
63026,0.4,72,653082,7083939300.0,613156350.0,940162000.0,5529352000.0,0.19552599,84.81593,7.9142666,45.50003,2.24345
65526,0.44,70,286757,17639910000.0,1777807700.0,3223109000.0,12629573000.0,1.198448,114.60303,8.576974,63.39871,2.9273071
66054,0.44,70,494058,90326040000.0,6969877000.0,19554160000.0,63774945000.0,2.1645298,174.34999,11.78146,90.063446,6.402193
66718,0.44,70,586237,7689403400.0,1256422300.0,351419600.0,6081561000.0,0.25117522,74.06221,16.41684,42.89544,3.5015583
66801,0.44,70,598062,12023092000.0,1218248600.0,1826895200.0,8971471000.0,0.43825135,98.69477,10.051475,54.692867,2.7373471
