z,Snapshot,SubhaloID,"M,M_{\odot}","$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",SFR($M_{\odot}/yr$),$V_{max}$(km/s),$R_{max}$(kpc),$\sigma_v$(km/s),$R_{1/2M_*}(kpc)$
0.461,69,76910,44057424000.0,3999960300.0,5588327000.0,34454766000.0,1.1311214,132.81209,15.090276,73.198494,5.491169
0.461,69,76913,25674904000.0,2266795500.0,8720390000.0,14649652000.0,4.026063,156.77524,1.3301338,83.266754,2.3813648
0.461,69,76917,9442026000.0,1140199400.0,2422702000.0,5864670000.0,0.94218516,115.395874,3.5542157,61.124603,1.543005
0.461,69,76920,21626300000.0,1491914500.0,7739786000.0,12340991000.0,1.835932,175.66658,1.6306009,88.71275,1.5508626
0.461,69,76923,25267163000.0,2375002400.0,7737253000.0,15123363000.0,1.5068924,137.15927,4.207286,80.387184,3.015097
0.461,69,76924,23605051000.0,3157072000.0,1167067900.0,19276956000.0,0.5294603,97.23584,17.518139,56.09481,5.6631894
0.461,69,76938,4613047300.0,245425070.0,489452700.0,3878169000.0,0.17212799,77.60108,9.934761,43.988697,1.788306
0.461,69,76945,5083184600.0,403654880.0,331610000.0,4345982000.0,0.19516657,73.47758,4.425047,46.110203,2.0344567
0.461,69,92015,113601490000.0,9684274000.0,38646796000.0,65108054000.0,6.056961,272.01315,0.6721305,139.76064,4.8402834
0.461,69,92017,38908686000.0,2214492200.0,16789490000.0,19829619000.0,1.3938614,191.3173,0.87078553,99.16865,2.413912
0.461,69,92018,121776130000.0,7275625000.0,36298880000.0,78094270000.0,3.2815425,221.09964,0.9282368,117.550964,5.447929
0.461,69,92020,24196684000.0,3376757200.0,10802109000.0,9956554000.0,5.092395,179.05899,0.7870782,95.472466,1.7516102
0.461,69,92028,15057043000.0,1733145700.0,3652341500.0,9654359000.0,1.1842881,127.82496,5.3480325,66.51267,2.0498226
0.461,69,92030,26338738000.0,2260984600.0,4797303000.0,19261073000.0,0.7851773,129.22513,10.701725,71.90022,3.5259793
0.461,69,92031,29316243000.0,3948216800.0,4458358000.0,20900913000.0,1.1338547,110.294556,9.820181,60.065056,5.1955476
0.461,69,92035,15481838000.0,2161012700.0,964123300.0,12353696000.0,0.23814742,88.50906,25.489113,50.765682,4.923818
0.461,69,92036,17332080000.0,1897643100.0,1716125200.0,13711305000.0,0.39539248,101.517235,11.092296,57.27202,3.766777
0.461,69,92040,11171080000.0,1637966700.0,2703325700.0,6829789000.0,1.1496879,100.078255,3.2841427,54.607574,2.5754874
0.461,69,92050,7753805000.0,1147876600.0,535582000.0,6066587600.0,0.6606271,81.546455,5.320535,50.88646,2.5156949
0.461,69,92063,3802860800.0,456164580.0,472010980.0,2870852600.0,0.17817415,72.092865,9.82483,44.051487,1.7449993
0.461,69,105582,312633750000.0,18544126000.0,108664090000.0,185182450000.0,6.934784,336.02728,1.0006136,156.06795,7.8387265
0.461,69,105584,286796780000.0,9300240000.0,120076935000.0,157219900000.0,4.811299,341.61713,0.9586138,177.70128,6.480308
0.461,69,105586,30871884000.0,1535239700.0,13136644000.0,16146106000.0,1.3457737,166.96637,1.182233,83.43879,2.5922291
0.461,69,105591,17065918000.0,1397496800.0,5476181500.0,10162101000.0,1.2135711,138.59561,0.6398638,78.991455,2.043376
0.461,69,105602,4697209000.0,357120030.0,551784060.0,3786512600.0,0.21267872,76.0984,10.723746,49.613194,2.054384
0.461,69,116563,83965690000.0,9864743000.0,20429462000.0,53638250000.0,3.6475284,155.46356,16.251678,84.43153,7.4866614
0.461,69,116572,7964360000.0,960101500.0,1675009700.0,5329250000.0,0.54740983,92.21976,3.8612452,45.48834,2.0167735
0.461,69,127034,68279914000.0,6810660400.0,11390201000.0,50049573000.0,1.9186155,156.86009,23.624027,90.424576,6.6812234
0.461,69,127035,103149580000.0,13302484000.0,16532442000.0,73290460000.0,3.8980775,157.25441,19.101694,91.17823,8.985301
0.461,69,127036,19981857000.0,1177459500.0,6270615000.0,12515229000.0,1.1291022,135.86632,2.0882108,72.33526,2.5732284
0.461,69,127040,32436566000.0,5699535000.0,4966679600.0,21758947000.0,3.2209082,124.462395,8.97544,72.869675,4.5057154
0.461,69,134211,529080680000.0,11085151000.0,272802820000.0,244512540000.0,11.337522,642.76294,1.3409501,236.84508,5.1147757
0.461,69,134213,202883400000.0,10086987000.0,82242320000.0,110263525000.0,3.9401538,400.88602,1.145755,154.90533,6.402037
0.461,69,134215,64575650000.0,9059729000.0,6631476000.0,48874824000.0,1.7660056,129.44257,18.750256,70.75971,8.32655
0.461,69,134217,29206542000.0,3909425700.0,3929226000.0,21357836000.0,0.7410269,108.39455,9.909379,58.040638,5.3560185
0.461,69,134221,13145267000.0,1174800800.0,3736500000.0,8217345500.0,0.54625195,107.699196,3.4199321,56.99224,2.4973927
0.461,69,134222,13506089000.0,1888008600.0,1500996700.0,10110828000.0,0.6387545,93.10103,7.3647633,54.005436,3.3617618
0.461,69,134224,2991113000.0,400347870.0,337007500.0,2253757400.0,0.15465306,68.8886,14.890885,39.78375,1.6332363
0.461,69,134251,2218455600.0,207971310.0,527187780.0,1483296500.0,0.15435542,65.190414,1.4740294,38.955124,1.1655921
0.461,69,142418,120951850000.0,7910117000.0,52721320000.0,60132266000.0,4.7820706,289.70078,0.8104369,135.23701,4.084965
0.461,69,142419,84517650000.0,1529406800.0,35458460000.0,47382000000.0,3.5457327,262.8566,0.54505914,116.19687,4.547815
0.461,69,142421,20375850000.0,3179099100.0,2758543400.0,14430038000.0,1.2366873,112.10726,8.184184,66.80481,3.5211942
0.461,69,142426,30041455000.0,3944421000.0,4276633600.0,21810676000.0,0.9330984,114.43952,9.895555,68.3163,4.934638
0.461,69,142430,6695587300.0,717005600.0,1411104600.0,4562418700.0,0.56074864,92.30373,4.0631466,52.00352,1.7058372
0.461,69,142431,8337684500.0,796850400.0,1124978300.0,6408258000.0,0.3666122,90.937325,6.4267335,54.774437,2.200347
0.461,69,149534,195737060000.0,9544571000.0,71780470000.0,114270550000.0,5.086518,292.93536,1.10505,180.19504,5.8655562
0.461,69,149538,56967614000.0,3876536000.0,12325875000.0,40718737000.0,1.3056488,165.37917,16.580292,92.03334,4.791009
0.461,69,149539,69121884000.0,6461538000.0,29549744000.0,32990530000.0,4.9636173,228.35384,2.0292647,133.24292,3.1837711
0.461,69,149540,26762580000.0,2925591300.0,5329560000.0,18486985000.0,1.5299503,134.56485,8.515885,74.109795,3.231135
0.461,69,149541,12533554000.0,1596931600.0,4737865000.0,6179570000.0,0.98195016,113.11024,0.9096131,60.49225,2.122963
0.461,69,149544,3592978000.0,550447500.0,638567700.0,2402586400.0,0.20331785,75.78479,20.177803,43.28678,1.6951628
0.461,69,149545,15772759000.0,1854818800.0,1572221200.0,12340536000.0,0.35038325,89.63113,10.548237,51.928337,4.26707
0.461,69,149597,647833900.0,435500580.0,212333340.0,0.0,0.3348415,40.590534,1.5460798,14.782009,0.85103583
0.461,69,157802,543760480000.0,23699230000.0,209082370000.0,310521270000.0,14.637708,468.12357,1.2076857,206.731,8.746097
0.461,69,157803,410572980000.0,14215642000.0,205254300000.0,190551200000.0,7.6328363,491.1727,1.2138861,202.14688,5.970965
0.461,69,157805,61720680000.0,7853802500.0,12836766000.0,40993706000.0,3.6814256,161.08195,14.376249,94.157745,5.1920395
0.461,69,157806,27709383000.0,3807524600.0,4078485200.0,19812377000.0,1.7676547,124.92987,20.827738,72.37434,3.9137692
0.461,69,157809,19637254000.0,1489634400.0,3492341200.0,14641485000.0,0.4904852,120.9507,22.308277,74.57958,3.4063873
0.461,69,157812,15522627000.0,1640321300.0,1585937500.0,12290626000.0,0.30239087,93.13338,11.9869585,52.943935,4.005663
0.461,69,157814,10990396000.0,986058100.0,1034248640.0,8964212000.0,0.27635184,86.92989,14.842179,51.861336,3.3213599
0.461,69,157817,11794700000.0,1784296100.0,1471489200.0,8533606400.0,0.7026082,87.911446,9.431823,52.62802,3.3293774
0.461,69,164816,421909660000.0,27281789000.0,181850420000.0,212088700000.0,16.068205,469.43146,1.0379941,234.47917,8.116751
0.461,69,164817,348291270000.0,12367450000.0,113248535000.0,222382870000.0,5.565495,356.45212,1.0384666,184.94958,8.958873
0.461,69,164820,76137470000.0,8595795000.0,19081181000.0,48438776000.0,5.2605267,173.26743,9.736267,91.127144,5.4804363
0.461,69,164823,24212525000.0,2855177000.0,3880919600.0,17465147000.0,0.8484605,110.44793,12.806051,59.60216,4.4000864
0.461,69,171396,33130342000.0,3508827000.0,4044482300.0,25563159000.0,0.772687,114.71562,12.493089,64.06688,5.4574704
0.461,69,171399,17551333000.0,2205562000.0,1255216900.0,14086100000.0,0.41779616,100.23195,16.242426,56.980225,4.3152556
0.461,69,171400,8326799000.0,694597250.0,1130967200.0,6494470700.0,0.27190116,92.43988,20.906227,55.628143,2.4974542
0.461,69,177869,910387250000.0,30285179000.0,310988500000.0,568057660000.0,12.947644,540.8865,1.185496,259.01868,12.524495
0.461,69,177870,133517120000.0,11983799000.0,54323700000.0,67035110000.0,13.351638,283.7832,0.66492844,140.59201,4.8174796
0.461,69,177872,21189372000.0,1670455400.0,6447663600.0,13040214000.0,1.0190895,139.22945,6.1684566,75.47122,2.3657362
0.461,69,177879,12826672000.0,911705600.0,1956790900.0,9948387000.0,0.37499183,103.51193,6.3372836,54.85599,2.6032255
0.461,69,177881,25236027000.0,1830609200.0,4200969200.0,19191198000.0,0.68079084,115.52563,6.5644126,65.40357,4.1126795
0.461,69,183009,59503310000.0,7249972000.0,10392475000.0,41849016000.0,1.9741488,137.50822,20.810675,78.77352,6.961663
0.461,69,183011,34186300000.0,3737736200.0,4710526500.0,25727865000.0,1.210921,123.07363,13.079256,69.568504,4.9747806
0.461,69,183012,17204160000.0,1698932100.0,2022302800.0,13476719000.0,0.46836576,101.17491,12.353201,54.748367,3.8495781
0.461,69,183015,12588776000.0,1246046000.0,2455570400.0,8879815000.0,0.50656426,94.530235,4.1031184,51.40386,3.17768
0.461,69,183038,1136111000.0,961534660.0,174122530.0,453746.22,0.94360834,49.22679,1.6005887,16.342607,1.1033962
0.461,69,188147,375634720000.0,32730010000.0,121561050000.0,221160930000.0,21.03596,301.2363,13.889353,180.01636,8.995255
0.461,69,188149,154751030000.0,10380534000.0,66288010000.0,77896890000.0,8.828811,286.1286,0.9800211,149.17581,4.7462587
0.461,69,188150,73270270000.0,6399387600.0,25503394000.0,41285010000.0,2.859695,195.87529,6.910867,107.1311,4.1296983
0.461,69,188151,68160066000.0,4380998000.0,32410659000.0,31201862000.0,4.057847,275.49176,0.5896777,126.70934,3.1138752
0.461,69,188153,6856781000.0,944501300.0,933309900.0,4973059000.0,0.29513246,86.29008,16.231869,47.748726,2.2815976
0.461,69,188154,28485935000.0,2904677600.0,4886023700.0,20685386000.0,1.1431694,113.74253,6.652738,62.757908,5.0097113
0.461,69,188157,2408220700.0,266872000.0,177534750.0,1963813900.0,0.095583506,64.01008,8.881188,36.091816,1.5483654
0.461,69,188175,1575769200.0,1459001900.0,113137464.0,3629969.8,0.715089,38.501263,3.1172519,19.158894,2.5347939
0.461,69,188184,1154854300.0,1014034370.0,139912400.0,907492.44,0.69426125,41.553368,2.0662541,16.85979,1.5814515
0.461,69,188192,1013636740.0,872434800.0,140748180.0,453746.22,0.6360205,38.993626,2.004747,17.527664,1.5749656
0.461,69,194005,99485010000.0,11922635000.0,34487550000.0,52961714000.0,10.053259,257.01517,0.5267613,119.623276,4.5131397
0.461,69,194006,123105140000.0,6955871700.0,56116003000.0,59864550000.0,4.33758,279.47995,0.7877596,157.35637,4.2269444
0.461,69,194009,4304981500.0,533643000.0,454458500.0,3312801300.0,0.19249661,81.195045,20.041527,47.423553,1.7831455
0.461,69,199416,139007540000.0,17000422000.0,37439720000.0,84509790000.0,10.07626,208.39554,11.237233,103.30164,7.0600133
0.461,69,199420,19980570000.0,1993972200.0,3083347000.0,14896035000.0,0.56730634,109.56958,9.301162,63.123707,3.6383
0.461,69,203727,82417840000.0,7993161000.0,27796443000.0,46538936000.0,4.953602,204.60667,1.0022597,99.47987,4.497697
0.461,69,203729,61661168000.0,7273956400.0,10856719000.0,43511087000.0,1.8942325,142.24402,13.551265,77.194176,6.5571876
0.461,69,203730,21910140000.0,2694018800.0,8235469000.0,10949350000.0,3.404512,150.71214,3.6331227,83.85413,2.0877988
0.461,69,208286,86507830000.0,8718882000.0,18626910000.0,59119960000.0,3.3847826,175.68214,11.863625,100.954865,6.0293097
0.461,69,208287,21998051000.0,2295942000.0,2368079000.0,17326301000.0,0.8097195,108.59757,12.255102,58.785988,4.142432
0.461,69,208289,25002015000.0,2688953000.0,3870246400.0,18432080000.0,1.1975167,113.67477,11.7132435,67.20909,4.277792
0.461,69,208290,15488983000.0,1759402100.0,4013896400.0,9703817000.0,0.64506805,105.853424,7.3838863,57.967716,2.9831967
0.461,69,208291,18789940000.0,1586118400.0,3142993200.0,14046623000.0,0.5045527,108.294624,6.701669,59.871117,3.4501512
0.461,69,208292,21648314000.0,2041965300.0,3426413000.0,16170156000.0,0.7387691,107.466545,4.83668,59.39167,4.0956626
0.461,69,208293,10058666000.0,1390477800.0,2422055400.0,6233112000.0,1.1770966,113.2136,2.3512652,68.61671,1.7161936
0.461,69,215980,512411600000.0,20444240000.0,237582430000.0,253835180000.0,10.031702,562.219,1.2847774,227.59488,6.5316753
0.461,69,215981,174092500000.0,8996333000.0,75305620000.0,89583575000.0,5.763233,309.7874,0.84684914,157.40356,5.222316
0.461,69,215982,48525700000.0,5507443700.0,15386488000.0,27588227000.0,2.5752022,157.5513,6.7008743,82.5384,4.2807646
0.461,69,215990,7687526400.0,652285100.0,1062410700.0,5966309400.0,0.26897126,81.09814,6.2040973,46.271137,2.5352676
0.461,69,220356,260663440000.0,9529511000.0,109317460000.0,141305200000.0,7.0478206,475.9626,1.1072139,181.3479,5.0638046
0.461,69,220357,39234966000.0,3528047000.0,10218113000.0,25462880000.0,1.7158284,153.46265,6.6926794,84.15848,3.5915325
0.461,69,220358,70221760000.0,10540741000.0,5987307000.0,53685440000.0,2.0980365,127.06481,18.74819,71.9884,9.356262
0.461,69,220360,24037000000.0,2198385700.0,7803798500.0,14016675000.0,0.86116326,123.86015,6.1537657,65.63771,3.3821218
0.461,69,220362,3199908000.0,286335680.0,689231300.0,2222903000.0,0.18681929,81.77251,5.2245536,43.247196,1.0679333
0.461,69,220364,5100452000.0,627339300.0,573205400.0,3896772900.0,0.47859788,82.28231,4.0601254,47.396603,1.6236571
0.461,69,225252,40641810000.0,1463863000.0,15404622000.0,23657875000.0,4.528781,220.60954,0.5814102,101.699005,2.9063864
0.461,69,225253,27211366000.0,3365682400.0,1530341100.0,22308889000.0,0.4295543,104.94638,18.076061,59.177326,5.8944283
0.461,69,225279,1208092300.0,1094957200.0,105875220.0,7259939.5,0.43300816,34.29125,3.8453317,16.19086,2.2989757
0.461,69,229612,54574146000.0,4062927000.0,13714360000.0,36763427000.0,1.8265718,162.85773,11.201954,92.486465,4.4462204
0.461,69,229613,18734803000.0,2765594400.0,3954408700.0,11998866000.0,1.3948095,117.048225,5.659202,67.60086,2.942792
0.461,69,229615,13893431000.0,1411208600.0,3129884400.0,9340367000.0,0.7229961,109.971214,4.3050036,59.92411,2.493623
0.461,69,233181,67640690000.0,4591002600.0,24957684000.0,37998070000.0,9.012096,212.09836,1.0253927,101.66176,4.318381
0.461,69,233183,8179331000.0,1219245700.0,554549400.0,6405536000.0,0.28625172,89.25254,35.018383,60.161842,2.9511757
0.461,69,233184,22206345000.0,2946950000.0,1719720700.0,17535023000.0,0.6488477,96.39532,16.215754,56.87761,5.2998376
0.461,69,236747,72666060000.0,7701199000.0,22323137000.0,42534630000.0,5.236232,216.64047,0.8630873,104.00152,4.6378255
0.461,69,236750,11928285000.0,1942110600.0,2314746000.0,7664681500.0,1.4540629,107.25508,3.4398928,62.33274,2.2539957
0.461,69,240038,457444030000.0,26498785000.0,219089340000.0,211179400000.0,23.198557,482.37115,0.9922928,189.51254,7.396565
0.461,69,240040,20796137000.0,3438860500.0,1271819100.0,16081675000.0,0.5775932,94.708694,18.997036,55.363655,5.33995
0.461,69,240042,31214416000.0,2781016000.0,7541579000.0,20875504000.0,1.4591967,143.20938,5.6328025,85.564835,3.30794
0.461,69,242915,23323816000.0,2478694000.0,9832702000.0,11012422000.0,2.7655556,168.54834,1.0057548,91.243744,2.1815803
0.461,69,242919,10779871000.0,1104137100.0,1663938800.0,8004991000.0,0.44805506,92.9496,6.087401,57.512054,2.694665
0.461,69,248439,234458890000.0,12666272000.0,65914680000.0,155665830000.0,4.773636,323.5536,0.90943193,151.92154,8.34113
0.461,69,248440,53982446000.0,6046706700.0,11716060000.0,36196246000.0,2.2956324,148.19112,11.15558,85.38633,5.2905145
0.461,69,248441,31033110000.0,5250826000.0,2086936400.0,23691000000.0,0.77043873,101.87944,20.786297,57.87453,6.815209
0.461,69,251562,140682900000.0,9070733000.0,38067290000.0,93459480000.0,2.7573767,215.47636,15.830353,119.69819,6.565883
0.461,69,251563,46405230000.0,4993490400.0,13271786000.0,28112304000.0,1.779051,156.0936,7.299024,83.55242,4.1171317
0.461,69,253117,609888100000.0,19934274000.0,234421550000.0,354893100000.0,8.0951605,454.36893,1.0928279,202.35481,10.492046
0.461,69,253118,116787270000.0,14350077000.0,20680235000.0,81714710000.0,6.3003216,178.60475,17.439495,112.340034,7.9104295
0.461,69,253119,34787460000.0,5055720400.0,5366929400.0,24358007000.0,1.5670422,116.638435,11.587341,63.829205,5.507146
0.461,69,255117,207735300000.0,13085083000.0,62228054000.0,132301510000.0,3.0355973,237.37381,0.9002772,140.19891,8.393424
0.461,69,255118,245619060000.0,14435864000.0,62177694000.0,168915200000.0,5.961844,243.9913,16.365177,139.975,8.884717
0.461,69,255121,57585218000.0,4787327500.0,25454140000.0,27234757000.0,8.934275,243.39954,0.5631419,130.55489,2.5668523
0.461,69,255122,35247010000.0,3805134600.0,13204419000.0,18187964000.0,4.6846833,187.70522,2.194574,105.33722,2.3556721
0.461,69,255126,931687040.0,747591230.0,182734580.0,1361238.8,0.42796123,36.02868,2.628957,15.175289,1.5534393
0.461,69,255128,874012700.0,683756600.0,186626130.0,3629969.8,0.42606816,35.47748,2.3353472,19.014563,1.7456788
0.461,69,255130,505514000.0,403051230.0,100647784.0,1814984.9,0.20014824,25.872131,2.2003336,12.616482,2.4173734
0.461,69,255131,517504350.0,407784130.0,108812750.0,907492.44,0.20359887,27.948896,2.124438,10.810535,1.6127245
0.461,69,255132,508056500.0,397321660.0,109827330.0,907492.44,0.21322526,28.186264,2.1669075,13.565342,1.5221796
0.461,69,257347,49632063000.0,3749995000.0,9427771000.0,36422664000.0,1.2159921,150.17735,13.813322,79.67127,4.8476233
0.461,69,257348,21898750000.0,2758165000.0,1587895800.0,17547729000.0,0.32533973,98.834045,15.34273,58.696747,5.1061916
0.461,69,260205,255269110000.0,10862713000.0,124999530000.0,119033520000.0,8.239596,444.23044,0.973033,194.34648,4.9694486
0.461,69,260211,7017209300.0,500886880.0,3414502700.0,3079122200.0,0.48536035,119.491104,0.6813802,60.073483,1.2832824
0.461,69,263031,404832060000.0,25889888000.0,129193040000.0,249542750000.0,14.08619,381.91626,1.1201881,195.65453,8.36359
0.461,69,263039,3200950000.0,398707970.0,200461100.0,2601781000.0,0.10467216,61.095585,5.9422793,37.1715,1.9522473
0.461,69,267456,278741250000.0,14902948000.0,152998890000.0,110348820000.0,17.682217,495.01263,0.008620058,175.32622,4.414605
0.461,69,267457,108460170000.0,7831437000.0,35293570000.0,65244630000.0,5.3312416,223.76791,7.9623737,126.00855,4.683773
0.461,69,269476,494855520000.0,17215584000.0,209697330000.0,267276060000.0,7.663247,507.39798,1.03825,190.46971,8.705748
0.461,69,271970,25322832000.0,778262200.0,8566481400.0,15948726000.0,1.4623702,147.16283,6.1912575,80.08924,2.5224812
0.461,69,271981,2824522200.0,446658300.0,854345100.0,1517781100.0,0.26841438,68.66569,1.15481,40.392593,1.3229636
0.461,69,274306,344142300000.0,20533640000.0,90367934000.0,232849400000.0,9.299836,368.38626,1.2338991,177.65996,8.492052
0.461,69,274307,172409000000.0,18581318000.0,52818272000.0,100913620000.0,10.669074,230.12773,11.664113,136.06686,7.13874
0.461,69,276643,80152510000.0,6076679000.0,23646341000.0,50380810000.0,6.195063,188.7268,4.3664703,101.56245,5.2239723
0.461,69,278207,24915923000.0,2487038500.0,3087868400.0,19332766000.0,0.5944635,106.7392,11.859646,60.176125,4.7598114
0.461,69,279219,74325560000.0,9137715000.0,13918936000.0,51240657000.0,3.3611238,161.2466,14.200128,96.05548,6.1570745
0.461,69,279220,12776508000.0,1358376100.0,1622327300.0,9791391000.0,0.5604087,94.65692,8.526641,55.059654,3.097757
0.461,69,280743,312084070000.0,24297185000.0,137193275000.0,150269410000.0,16.16624,357.03693,0.7802251,164.47475,6.8835325
0.461,69,280744,70100820000.0,8161066000.0,10417136000.0,51497026000.0,2.7655394,152.44044,21.032776,88.06313,6.5936832
0.461,69,280745,30530722000.0,3029052700.0,5504056000.0,21982192000.0,0.9394963,127.056305,17.905798,75.50821,4.4457293
0.461,69,280748,2004241000.0,278564830.0,157075420.0,1568600700.0,0.11605922,61.34507,11.331107,37.19513,1.3219429
0.461,69,282540,7020048000.0,581365600.0,780167900.0,5654131700.0,0.2740519,83.072266,9.508998,50.785194,2.2093947
0.461,69,284147,173314000000.0,11341519000.0,75849200000.0,85940445000.0,7.236496,289.08572,0.8345035,140.8211,5.823236
0.461,69,285753,121811180000.0,14186530000.0,38593704000.0,68929044000.0,9.636178,230.39403,0.9595178,127.37945,5.653601
0.461,69,285754,82088510000.0,7828452400.0,39383384000.0,34698430000.0,11.142122,328.9963,0.6493226,136.9778,2.814313
0.461,69,287463,271773940000.0,30968015000.0,64816566000.0,175862510000.0,17.037943,245.27884,14.889903,149.10751,9.929576
0.461,69,287464,49830280000.0,3341376800.0,22772333000.0,23603880000.0,5.588409,233.96413,0.7604629,111.00013,2.5842717
0.461,69,289949,115384430000.0,4695731700.0,51070910000.0,59327320000.0,3.0629508,331.91187,0.9074966,125.52118,3.6641927
0.461,69,289950,130757300000.0,8794402000.0,56251650000.0,65519140000.0,7.848131,286.2128,0.7946507,130.33746,3.8390586
0.461,69,289951,43896850000.0,3551217400.0,12783080000.0,27519710000.0,2.080272,163.71451,5.09917,93.99737,3.5693233
0.461,69,293164,232624460000.0,12328724000.0,82901975000.0,137159340000.0,6.3743324,294.2668,0.7223511,163.14499,6.1876554
0.461,69,294719,106800460000.0,14957631000.0,32574441000.0,59137210000.0,10.721615,227.5947,0.7276816,128.3721,4.7696195
0.461,69,294720,12268409000.0,935503550.0,1537810700.0,9785491000.0,0.30186874,103.845894,12.267321,56.935604,2.6552122
0.461,69,294721,16943016000.0,2070778000.0,1932370600.0,12935398000.0,0.51263994,95.25052,7.8370743,54.970116,4.0213733
0.461,69,297212,58835660000.0,6099228000.0,9937619000.0,42780557000.0,1.5518597,134.25449,12.845331,79.782265,7.0381308
0.461,69,297213,6417772000.0,383727650.0,1149622000.0,4879587300.0,0.2800149,84.97769,9.45854,52.364826,2.0394604
0.461,69,297215,3290477000.0,384733000.0,116112360.0,2789632000.0,0.06539231,56.802258,16.05077,33.804565,2.4662364
0.461,69,297219,2818168800.0,321600320.0,287731650.0,2208836600.0,0.1454975,67.66408,6.708531,40.447044,1.449367
0.461,69,299734,252202420000.0,18988022000.0,116412170000.0,116478935000.0,20.261444,406.48593,0.91486526,166.54567,4.812032
0.461,69,299735,78487090000.0,12004402000.0,16550544000.0,49906643000.0,7.199315,170.0132,10.188374,98.56406,5.877305
0.461,69,299736,1319368200.0,118449660.0,125491720.0,1074017400.0,0.079088345,62.56214,9.4240675,34.98683,0.99208236
0.461,69,301241,93852020000.0,11550352000.0,18651200000.0,63614775000.0,4.281989,168.11603,13.095193,89.36931,7.177737
0.461,69,301242,23755260000.0,1537737700.0,10332647000.0,11830526000.0,1.5799724,165.41837,2.2086942,82.85392,1.9350775
0.461,69,301243,92864260000.0,6462500400.0,18445382000.0,67914473000.0,2.2051964,178.26343,16.853739,108.70503,6.3655434
0.461,69,301244,15136752000.0,1968094700.0,977056000.0,12187624000.0,0.27248123,87.91792,11.207796,50.11861,4.300791
0.461,69,302786,143439230000.0,17761567000.0,40109410000.0,85514380000.0,9.536788,206.9105,10.890407,106.630684,7.4941983
0.461,69,302788,18448265000.0,1960453400.0,3209013200.0,13269809000.0,1.1035334,112.258575,9.793302,63.046337,3.1772616
0.461,69,303916,216863150000.0,10993058000.0,104415230000.0,101130510000.0,7.3502874,396.99573,0.8950346,148.32741,5.193471
