z,Snapshot,SubhaloID,"M,M_{\odot}","$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",SFR($M_{\odot}/yr$),$V_{max}$(km/s),$R_{max}$(kpc),$\sigma_v$(km/s),$R_{1/2M_*}(kpc)$
2.577,28,9460,2702270200.0,678666560.0,769032900.0,1249617200.0,2.4253216,103.549416,0.6923326,57.71131,0.566783
2.577,28,9462,2376918500.0,131133660.0,191221870.0,2054563100.0,0.11113485,70.17647,4.9777923,46.662666,1.1254075
2.577,28,9464,1543323500.0,116831240.0,181866320.0,1244625900.0,0.091059126,69.337715,3.2858782,40.758892,0.7871301
2.577,28,9470,1825758000.0,229050320.0,195085490.0,1401622300.0,0.22330067,67.68532,2.3783605,43.03947,0.8751515
2.577,28,14523,101806620000.0,704671400.0,85059715000.0,15675117000.0,29.73144,961.8532,0.33035916,222.31342,0.30330455
2.577,28,14524,33490336000.0,794080100.0,24238436000.0,8362090000.0,9.892651,446.3988,0.32819587,152.0919,0.601519
2.577,28,14525,24030314000.0,3852706300.0,14676479000.0,5467642400.0,43.04378,315.72705,0.35669705,151.37024,0.695714
2.577,28,14526,27245535000.0,4929526300.0,8801511000.0,13493052000.0,15.012876,203.39476,3.2299008,128.32207,1.4271483
2.577,28,14527,76273620000.0,14768067000.0,4592408600.0,56908853000.0,25.587395,193.46948,16.103865,131.56578,4.6482353
2.577,28,14528,21150988000.0,3948126200.0,3275105500.0,13923658000.0,4.478118,153.28677,6.171092,94.472725,1.9954357
2.577,28,14529,15183317000.0,1780568000.0,844231040.0,12556066000.0,0.98673373,112.45704,9.722157,68.996925,2.7800033
2.577,28,14530,21145770000.0,3343778800.0,741401100.0,17058592000.0,1.1760722,116.52978,15.102486,66.48859,3.63352
2.577,28,14531,8699699000.0,761129400.0,696643840.0,7238160000.0,0.3719826,109.62348,14.491488,65.87236,2.0296998
2.577,28,14532,9428057000.0,1227848800.0,752506300.0,7446430000.0,0.5881882,110.512794,13.404886,65.64491,1.9356012
2.577,28,14533,6998712000.0,1426975700.0,759411800.0,4810164000.0,1.8053211,103.672386,8.721409,64.64967,1.4720085
2.577,28,14535,3933896200.0,251633120.0,236118600.0,3443934000.0,0.137814,83.00948,9.917535,50.064034,1.5273612
2.577,28,14537,1654300300.0,182965040.0,119625144.0,1351710100.0,0.10825471,69.38732,6.5467534,41.417316,0.92899895
2.577,28,14538,4263787800.0,395784130.0,286185100.0,3580058000.0,0.20007691,73.87769,3.2449849,43.22617,1.6852602
2.577,28,14539,3067787300.0,297860160.0,139560130.0,2630367200.0,0.10562435,71.88766,6.289763,44.882957,1.45226
2.577,28,14542,3350147300.0,1104325200.0,647511100.0,1594918100.0,4.022262,111.0086,1.0586491,66.483376,0.5904533
2.577,28,14546,1723845400.0,494002940.0,391342900.0,835800640.0,1.0753163,77.60222,0.6408955,44.004223,0.64697623
2.577,28,14548,1819096300.0,222833980.0,139689710.0,1455164300.0,0.15941007,67.110176,3.9737546,42.972515,0.93967885
2.577,28,14550,2031140200.0,167229070.0,108366970.0,1755544200.0,0.09168855,62.52713,4.509651,40.300358,1.1940163
2.577,28,14552,2080813800.0,285709200.0,170693170.0,1624411600.0,0.18904561,58.31974,4.594146,34.546623,1.3935951
2.577,28,17952,167706620000.0,2624160300.0,143730770000.0,21220805000.0,103.927704,1425.1217,0.22374591,258.65997,0.25573084
2.577,28,17953,116310114000.0,7897132000.0,74273880000.0,33841306000.0,49.30289,696.4598,0.296557,223.53001,1.2483401
2.577,28,17954,22217929000.0,3874233900.0,4439276000.0,13890534000.0,4.680288,153.7926,3.5229084,95.72946,2.0245302
2.577,28,17955,11606612000.0,572247040.0,9733351000.0,1245533600.0,17.21295,364.04953,0.21154663,145.8623,0.23868611
2.577,28,19831,214822390000.0,4158475300.0,184386520000.0,26087686000.0,124.32465,1603.7759,0.22433499,301.98322,0.25469685
2.577,28,19832,25099219000.0,4455289300.0,1137286800.0,19504736000.0,2.4434905,125.96772,17.559217,72.92952,3.821112
2.577,28,19833,14821315000.0,1308803500.0,6674589000.0,6817083400.0,3.7664952,195.42038,1.0492308,106.67832,0.8675177
2.577,28,19834,12056196000.0,2547274200.0,1547347800.0,7957802000.0,4.1578064,131.42143,5.0704765,82.99626,1.5355694
2.577,28,19835,7745708000.0,1659308900.0,438619300.0,5647779300.0,1.1879271,97.41997,9.446012,59.773663,1.8747616
2.577,28,19836,7157950500.0,1319752200.0,147312450.0,5690885000.0,0.44039893,73.93471,9.416813,47.333843,3.0114126
2.577,28,19837,5685662700.0,578940400.0,111883144.0,4994839000.0,0.12554988,74.8276,14.948909,45.31032,2.595922
2.577,28,19838,4024752400.0,528018720.0,150354990.0,3346378800.0,0.22676599,73.16979,8.199543,41.89709,1.7245338
2.577,28,19839,3265744400.0,400605280.0,149014030.0,2716125200.0,0.19342634,73.52486,7.036727,44.444443,1.4689305
2.577,28,19842,2121838500.0,252841070.0,137047970.0,1731949400.0,0.13019963,54.448425,5.2409253,34.922657,1.5762453
2.577,28,22404,124923175000.0,11229217000.0,78631630000.0,34917140000.0,239.11491,613.4981,0.39007166,223.63243,1.3245364
2.577,28,22405,41428492000.0,878540700.0,33792324000.0,6646021600.0,28.564777,563.0964,0.36288086,156.82008,0.3896516
2.577,28,22406,58808710000.0,11674084000.0,17150675000.0,29950430000.0,20.724085,238.67253,0.27642676,135.92073,2.3599305
2.577,28,22407,39343706000.0,6972205000.0,11427105000.0,20915433000.0,14.553992,216.84583,4.1720395,128.58861,1.813524
2.577,28,22408,21616079000.0,4351581000.0,2160173600.0,15099768000.0,4.386468,140.47354,8.656927,82.114655,2.4301658
2.577,28,22409,4846732000.0,869223700.0,444186200.0,3533322000.0,1.3432965,109.029274,7.3281426,70.303085,1.0598831
2.577,28,22410,5066558500.0,655587800.0,248302670.0,4162668000.0,0.28168583,78.96786,6.2177567,44.87555,1.7962378
2.577,28,22411,7100548000.0,1184102400.0,217660640.0,5697238000.0,0.4654318,83.77257,8.098744,50.332138,2.3969696
2.577,28,22412,9750716000.0,1699951900.0,733652100.0,7317112000.0,1.2823203,94.478645,6.4421806,58.959637,2.4578216
2.577,28,22413,6840883000.0,1004914000.0,777334660.0,5056094700.0,0.92969996,97.054504,4.1148624,57.02008,1.5916033
2.577,28,22415,5340081700.0,721067200.0,179107500.0,4439907300.0,0.3242698,77.592415,8.018174,47.006393,2.099033
2.577,28,22420,1514134400.0,197833490.0,284028160.0,1032272700.0,0.16604981,61.135082,3.0243952,37.346783,0.8991547
2.577,28,22426,2066774500.0,327636930.0,186417900.0,1552719700.0,0.1496108,50.339966,2.5874133,29.577864,1.7791369
2.577,28,22428,1153842000.0,230859740.0,334019740.0,588962600.0,0.28589287,66.319954,0.91432595,36.42053,0.5725449
2.577,28,24779,78588050000.0,8922934000.0,36869624000.0,32695138000.0,22.531006,409.4638,0.37317756,165.16272,1.81609
2.577,28,24780,18123633000.0,2185621500.0,533611800.0,15402416000.0,0.6720516,112.43964,14.746631,69.26261,3.593484
2.577,28,24781,23230610000.0,3820206600.0,4078712300.0,15324372000.0,4.3417664,142.20149,4.0943675,86.62003,2.4868212
2.577,28,24782,9257342000.0,1123853800.0,256221060.0,7875673600.0,0.26550624,85.92174,22.598831,53.645763,3.2496245
2.577,28,24783,5316264000.0,715462000.0,501245540.0,4098236200.0,0.53427875,95.64506,11.960045,58.147972,1.6375169
2.577,28,24784,8006728700.0,817445200.0,338169280.0,6851115000.0,0.34147346,83.60237,9.883237,52.027615,2.662495
2.577,28,24785,2751894000.0,428361340.0,174590500.0,2148942300.0,0.34835097,79.085594,7.3272076,49.013744,1.1155189
2.577,28,24786,4514080300.0,396929440.0,462383800.0,3652657400.0,0.24646103,85.083595,2.7295008,48.906616,1.3438789
2.577,28,24789,2120332700.0,227341700.0,101600860.0,1791390200.0,0.14452985,63.003643,3.3347137,36.61324,1.1812961
2.577,28,24800,1075110500.0,156674990.0,134815740.0,783619800.0,0.14514276,59.774624,1.6507585,36.703983,0.6519081
2.577,28,27090,135346315000.0,13603427000.0,69392230000.0,52148146000.0,39.29097,632.56445,0.31849086,228.57108,2.044848
2.577,28,27091,96052730000.0,7650134000.0,52581147000.0,35714822000.0,39.186977,406.9108,0.8988005,199.07527,1.453557
2.577,28,27092,29160129000.0,6797455400.0,2524888300.0,19834610000.0,8.117263,164.25957,17.666914,105.75227,2.7884846
2.577,28,27093,16449487000.0,640468200.0,11937000000.0,3812376300.0,5.035604,309.03775,0.35929286,133.96387,0.46616736
2.577,28,27094,4732580400.0,639069400.0,2842171000.0,1235551000.0,3.8034544,162.87318,0.25832865,75.43808,0.5556802
2.577,28,27109,999421500.0,379666750.0,100669064.0,519085730.0,0.50926197,46.30482,1.4494933,28.567795,1.1178628
2.577,28,28818,134619980000.0,3749610500.0,105579815000.0,24908400000.0,33.655704,851.99426,0.3247118,228.22041,0.9300313
2.577,28,28819,23108405000.0,1813979800.0,13928595000.0,7307130000.0,15.037206,317.03177,0.22298616,131.29549,0.66023594
2.577,28,28820,21584420000.0,3255236600.0,1987258000.0,16338041000.0,2.126416,129.81786,9.207673,73.514435,2.8629484
2.577,28,28821,6117622300.0,568087940.0,948144640.0,4596903400.0,0.55500853,102.3642,15.471368,60.018726,1.3254343
2.577,28,28822,6558172700.0,815032640.0,4780444700.0,939254700.0,17.247478,223.30411,0.33000916,108.53262,0.3094508
2.577,28,28823,3619823000.0,323431840.0,159219500.0,3135840300.0,0.20121363,76.68832,11.02448,44.5961,1.6012592
2.577,28,28825,2666492200.0,458945250.0,108063010.0,2099483800.0,0.23088285,66.476845,11.97718,39.321598,1.6851875
2.577,28,28828,1419332200.0,137712940.0,103694090.0,1177925200.0,0.10383296,63.904606,2.3957865,37.400288,0.78902394
2.577,28,31053,180232550000.0,23778513000.0,98522870000.0,57682040000.0,156.0126,684.9519,0.35176128,242.17308,2.012682
2.577,28,31054,14674711000.0,3367232500.0,6097144000.0,5194033000.0,18.585194,210.73286,0.63336664,105.26507,0.8006151
2.577,28,31055,45299110000.0,3239388700.0,24017566000.0,17950657000.0,9.375663,309.33902,0.5544493,164.02405,1.1856897
2.577,28,31056,24820265000.0,4356532000.0,6783832000.0,13661846000.0,11.149651,187.65277,7.1372356,119.20992,1.615256
2.577,28,31057,45783355000.0,9092142000.0,12865334000.0,23803075000.0,21.408426,218.73454,3.6832564,128.18333,2.0735734
2.577,28,31058,15956253000.0,2713763800.0,445565660.0,12795190000.0,0.43973526,83.8931,14.990698,56.426556,5.2616935
2.577,28,31059,9258775000.0,1022455200.0,405567070.0,7830753000.0,0.38423544,83.5408,7.426569,50.030865,2.9210408
2.577,28,31060,7076671000.0,725292900.0,455399360.0,5895978500.0,0.5282148,92.45904,5.806521,57.14271,1.8133086
2.577,28,31065,2265973000.0,153711150.0,123671740.0,1986954800.0,0.07661463,66.99843,2.7078233,40.554153,1.1059735
2.577,28,31075,738886700.0,103830150.0,144103120.0,490953470.0,0.07841435,50.68988,1.4080015,29.46914,0.62616575
2.577,28,32715,152920470000.0,5422419500.0,118097306000.0,29156372000.0,90.28962,968.54596,0.32256663,252.97264,0.8054812
2.577,28,32716,15617921000.0,1979085200.0,961770560.0,12674948000.0,1.5009199,129.7092,15.898931,79.87262,2.3121426
2.577,28,32717,6142115000.0,748696800.0,469064960.0,4922693000.0,0.48109072,102.5284,11.468659,62.381275,1.6271627
2.577,28,32720,3056494800.0,531387600.0,252746050.0,2272361200.0,0.48659986,82.846245,7.0356717,51.44126,1.1700213
2.577,28,34267,82803400000.0,8698928000.0,51420970000.0,22535307000.0,57.22391,640.93616,0.32849723,284.28067,1.155243
2.577,28,34268,25316153000.0,6929954300.0,8847573000.0,9507345000.0,44.89237,223.9605,2.2657073,139.21912,1.0873903
2.577,28,34269,15601468000.0,574964900.0,10546139000.0,4437184500.0,4.2762895,295.0388,0.33282977,132.59647,0.49034214
2.577,28,34270,17079450000.0,1568092900.0,11123291000.0,4340990500.0,10.471865,271.52533,0.3984416,140.68886,0.6032739
2.577,28,34271,4090466600.0,423679870.0,170218060.0,3496568800.0,0.21801995,75.92352,12.024003,46.03518,1.7792456
2.577,28,34273,3423756300.0,617928000.0,507716600.0,2294594600.0,0.9178846,87.12421,1.4658787,52.923695,0.9740476
2.577,28,34276,2506226700.0,324862700.0,458489760.0,1722874500.0,0.4399365,78.48213,1.5262578,51.13966,0.89199
2.577,28,35457,133436424000.0,26562922000.0,25600414000.0,81224204000.0,47.47022,272.42145,11.326335,167.85165,3.9130902
2.577,28,35458,64997920000.0,10099461000.0,12638395000.0,42230620000.0,12.560855,226.89217,36.04484,138.80666,3.3946786
2.577,28,35459,30716133000.0,7125949400.0,6982391300.0,16590324000.0,15.251202,188.61438,7.5381594,118.785095,1.8880811
2.577,28,35460,16352241000.0,2098662700.0,5431566000.0,8810845000.0,9.082987,184.95123,1.1921597,103.269966,1.1014473
2.577,28,35461,25881710000.0,7004357000.0,1818472600.0,17056323000.0,5.0525284,132.81035,8.207459,80.09662,3.2578568
2.577,28,35462,16206961000.0,2068076800.0,325487460.0,13813398000.0,0.37437662,97.349014,15.284813,59.962643,4.091666
2.577,28,35463,3436605000.0,518891900.0,300051100.0,2617662200.0,0.42287433,89.88089,13.353991,56.418026,1.1354377
2.577,28,35464,7607282000.0,849317600.0,271662400.0,6486302000.0,0.3538494,86.15783,6.5390472,53.65923,2.2943735
2.577,28,35465,7656675300.0,1226774100.0,490362200.0,5939538400.0,0.8122896,85.40896,5.572276,52.65427,2.302107
2.577,28,35466,4576615000.0,381352900.0,274118050.0,3919006200.0,0.23886314,87.27664,7.678809,56.11305,1.4624882
2.577,28,35469,3662976800.0,645929900.0,346750270.0,2670296800.0,0.40829203,72.574684,3.7882154,43.27851,1.5298846
2.577,28,35474,1800594800.0,181539150.0,113262020.0,1504168800.0,0.06955557,62.084,3.301089,39.084084,1.094019
2.577,28,37464,134039070000.0,22403940000.0,51541020000.0,60000227000.0,74.749176,386.98184,0.44787985,220.76494,2.686365
2.577,28,37465,38679777000.0,4043576000.0,19537490000.0,15040781000.0,18.905535,342.40228,0.41587237,144.63747,1.0316006
2.577,28,37466,25436217000.0,5044134400.0,7123143000.0,13247576000.0,20.451208,203.41402,0.85148615,128.71553,1.338339
2.577,28,37467,4086511600.0,507568900.0,603274800.0,2975668000.0,0.6560583,83.67382,3.7155995,51.15671,1.2772589
2.577,28,37468,2172798200.0,569700600.0,599410940.0,1003686660.0,1.4814665,95.92201,1.2841426,59.005592,0.52499616
2.577,28,37473,2169447400.0,521151000.0,268907780.0,1379388500.0,0.8432912,72.16645,1.834095,43.45714,0.9001521
2.577,28,39021,177626700000.0,30906060000.0,80784550000.0,65786850000.0,263.73712,492.8551,0.574985,250.05928,2.10491
2.577,28,39022,5367046700.0,555789200.0,243411970.0,4566502400.0,0.21800275,89.25484,14.617244,53.255726,1.9270428
2.577,28,39023,4384997400.0,405404380.0,2371458000.0,1598094300.0,1.4596705,138.94849,0.5011087,77.69043,0.54732764
2.577,28,39024,3330055200.0,315730080.0,1716116500.0,1287278100.0,1.3061062,133.27826,0.2750038,68.93285,0.5094396
2.577,28,39026,2066784600.0,279717600.0,796538940.0,990528100.0,3.9414861,103.210754,0.5906551,63.782555,0.46717864
2.577,28,40302,70079550000.0,14305639000.0,29365381000.0,26360840000.0,85.88685,368.29337,0.46658432,202.16441,1.9803644
2.577,28,40303,59740730000.0,11681572000.0,11884757000.0,36159492000.0,19.826483,213.5583,9.187953,123.800064,2.9253907
2.577,28,40304,34448626000.0,9623166000.0,17179380000.0,7624752600.0,132.3313,286.24622,1.1347495,162.50537,0.9545736
2.577,28,40305,6806262000.0,653249600.0,274275140.0,5878736400.0,0.2479269,90.09693,9.665695,53.300697,1.98822
2.577,28,40306,13047572000.0,1875444500.0,387718460.0,10782825000.0,0.52273434,88.40563,9.687424,54.286274,3.6786323
2.577,28,40307,7630290400.0,1153367400.0,625662600.0,5848789500.0,1.0368594,96.349236,4.533832,60.128708,1.829482
2.577,28,40308,3549593900.0,262703620.0,138344830.0,3148545000.0,0.07940044,71.952965,5.6580644,43.162785,1.6394992
2.577,28,40311,2220922400.0,198269520.0,217196560.0,1805456300.0,0.13607179,67.58967,3.6106238,42.679237,1.0797031
2.577,28,41838,109467795000.0,16671925000.0,32524130000.0,60208497000.0,45.75983,331.49588,0.38899723,158.91177,3.148471
2.577,28,41839,51681090000.0,10301503000.0,8576285700.0,32790878000.0,15.77022,196.19118,10.144181,113.14342,2.940229
2.577,28,41840,11887151000.0,2151637500.0,1176456200.0,8555840000.0,1.9238203,126.280624,14.995369,78.39891,1.8151727
2.577,28,41841,8716118000.0,1035244700.0,426035650.0,7252680000.0,0.33283496,94.35265,18.163313,57.623363,2.7412758
2.577,28,41842,10533443000.0,1755090200.0,194316480.0,8582610400.0,0.40063637,81.14098,11.976917,47.062893,3.7991555
2.577,28,41843,6995640000.0,696923600.0,887187140.0,5408655400.0,0.55194706,100.84483,6.824948,61.2098,1.5992897
2.577,28,43496,31718404000.0,3733172500.0,19104539000.0,8831717000.0,30.694593,317.53,0.6291849,156.97522,0.79738575
2.577,28,43499,2461419000.0,357471460.0,234513140.0,1869434500.0,0.3352263,74.83212,3.5666206,48.695377,0.98390234
2.577,28,44458,72234110000.0,2391396400.0,53594042000.0,16050821000.0,26.855686,633.6254,0.32973316,205.94772,0.65380734
2.577,28,44459,24612078000.0,5493154300.0,6715299000.0,12386819000.0,8.490955,166.12154,4.39347,99.68211,1.9421761
2.577,28,44460,22208522000.0,4605637000.0,2051414700.0,15546707000.0,3.8381155,135.9274,6.740808,82.95135,2.6464276
2.577,28,44461,3376159200.0,344217020.0,280061470.0,2750156000.0,0.20139122,88.4736,6.518643,54.293213,1.1340479
2.577,28,44462,5081667600.0,831262340.0,249271020.0,4001134000.0,0.5966362,84.2306,4.774857,52.67608,1.6107247
2.577,28,45407,176083260000.0,13110990000.0,92170790000.0,70577960000.0,41.791855,617.28894,0.30375734,207.68394,2.2215986
2.577,28,45408,23287040000.0,3190749000.0,1070036540.0,19024220000.0,1.1173164,118.46795,10.242055,68.983215,3.650582
2.577,28,46598,68230005000.0,11552391000.0,17055094000.0,39587996000.0,20.02521,234.63759,6.708005,129.45485,2.7052095
2.577,28,46599,51207987000.0,8779937000.0,5014537000.0,37404574000.0,7.3658266,178.60202,7.9385695,112.41577,3.47823
2.577,28,46600,26622800000.0,5938254000.0,5287142000.0,15384720000.0,15.807462,180.52591,2.425899,107.04268,1.8274828
2.577,28,46601,25014442000.0,4502075400.0,5135904300.0,15365663000.0,6.963658,169.23692,2.9456236,94.66835,1.9363052
2.577,28,46602,7971795500.0,1275144600.0,678215740.0,6016675300.0,1.0493345,112.19254,11.805062,70.29326,1.6986426
2.577,28,46603,5942892500.0,917269800.0,361564800.0,4664058000.0,0.5929665,84.948296,5.96936,52.41645,1.819554
2.577,28,46604,5761082400.0,732705600.0,612300000.0,4414043600.0,0.6968248,99.573105,3.484095,60.538433,1.276884
2.577,28,47903,70192430000.0,11753709000.0,14716171000.0,43704840000.0,14.715325,226.82295,50.59128,141.83633,3.309198
2.577,28,47904,42969520000.0,5632795600.0,15763626000.0,21538880000.0,17.138664,243.0789,2.4054592,140.27527,1.6031992
2.577,28,47905,18593255000.0,4828522000.0,3762266600.0,9991946000.0,12.064816,165.88109,2.7711425,101.44277,1.4547211
2.577,28,47906,22691471000.0,3781262800.0,2018222200.0,16887528000.0,3.8115423,141.69897,7.6858535,89.05669,2.4980304
2.577,28,47907,2041414500.0,233822990.0,206320900.0,1601270500.0,0.20271315,80.65955,6.1277504,51.482414,0.8076002
2.577,28,47910,2950460700.0,463218620.0,128215320.0,2359026700.0,0.22607797,64.252846,4.394261,40.587116,1.5610919
2.577,28,49009,80180404000.0,3930004700.0,66967073000.0,9012307000.0,118.91454,848.6358,0.29986775,201.62149,0.32944995
2.577,28,49010,4929505300.0,442784350.0,112278310.0,4373206000.0,0.1180373,72.92282,10.244996,45.662426,2.1318045
2.577,28,49011,2405199600.0,206295200.0,113940430.0,2084964000.0,0.06083524,65.98789,7.367521,39.580326,1.4610898
2.577,28,49012,1892493000.0,172880980.0,103368000.0,1616244100.0,0.1472089,64.788284,4.947355,39.913258,1.0128971
2.577,28,50017,48529134000.0,4387969000.0,31333517000.0,12742102000.0,35.04052,454.04886,0.3709957,152.07317,0.7508535
2.577,28,50018,74394520000.0,11894879000.0,28123507000.0,34317281000.0,30.594423,331.40167,0.4037655,148.63434,2.1674986
2.577,28,50019,4649424000.0,471585860.0,581157700.0,3594578000.0,0.2994117,90.35377,5.4706407,56.241116,1.4070401
2.577,28,50020,3841449700.0,288482600.0,240619550.0,3312347600.0,0.14022344,75.734535,5.1928144,44.23682,1.5407157
2.577,28,50988,60445508000.0,2406944500.0,48715702000.0,9154331000.0,79.6505,676.56104,0.3379048,190.64224,0.4508982
2.577,28,50989,7040595000.0,883477300.0,688887940.0,5466281000.0,0.47174266,109.3766,16.972155,67.2973,1.6660432
2.577,28,50990,8728910000.0,1106514000.0,557836800.0,7062561000.0,0.7417444,109.00058,13.777167,65.51073,1.928718
