,Snapshot,SubhaloID,$z$
0,99,8,0.0
1,99,20,0.0
2,99,44,0.0
3,99,45,0.0
4,99,57,0.0
5,99,63,0.0
6,99,69,0.0
7,99,81,0.0
8,99,83,0.0
9,99,119,0.0
10,99,141,0.0
11,99,154,0.0
12,99,202,0.0
13,99,63865,0.0
14,99,63868,0.0
15,99,63881,0.0
16,99,63889,0.0
17,99,63890,0.0
18,99,63895,0.0
19,99,63909,0.0
20,99,96765,0.0
21,99,96768,0.0
22,99,96778,0.0
23,99,96784,0.0
24,99,96794,0.0
25,99,96803,0.0
26,99,117266,0.0
27,99,117267,0.0
28,99,117268,0.0
29,99,117272,0.0
30,99,117276,0.0
31,99,117278,0.0
32,99,117279,0.0
33,99,117280,0.0
34,99,117283,0.0
35,99,117289,0.0
36,99,117291,0.0
37,99,117295,0.0
38,99,117299,0.0
39,99,143884,0.0
40,99,143886,0.0
41,99,143889,0.0
42,99,143890,0.0
43,99,143894,0.0
44,99,143897,0.0
45,99,143909,0.0
46,99,167393,0.0
47,99,167394,0.0
48,99,167395,0.0
49,99,167397,0.0
50,99,167403,0.0
51,99,167404,0.0
52,99,167405,0.0
53,99,167414,0.0
54,99,167416,0.0
55,99,167425,0.0
56,99,184938,0.0
57,99,184984,0.0
58,99,198184,0.0
59,99,198185,0.0
60,99,198189,0.0
61,99,198216,0.0
62,99,208814,0.0
63,99,208818,0.0
64,99,208822,0.0
65,99,220599,0.0
66,99,220600,0.0
67,99,220601,0.0
68,99,220608,0.0
69,99,229935,0.0
70,99,229939,0.0
71,99,229941,0.0
72,99,229943,0.0
73,99,229945,0.0
74,99,229947,0.0
75,99,229956,0.0
76,99,242791,0.0
77,99,242793,0.0
78,99,242801,0.0
79,99,253868,0.0
80,99,253876,0.0
81,99,264886,0.0
82,99,264887,0.0
83,99,264895,0.0
84,99,264899,0.0
85,99,275547,0.0
86,99,275554,0.0
87,99,282782,0.0
88,99,282784,0.0
89,99,282785,0.0
90,99,282786,0.0
91,99,282796,0.0
92,99,289386,0.0
93,99,289391,0.0
94,99,289395,0.0
95,99,294876,0.0
96,99,294877,0.0
97,99,300904,0.0
98,99,300905,0.0
99,99,300906,0.0
100,99,307486,0.0
101,99,307488,0.0
102,99,307500,0.0
103,99,313695,0.0
104,99,313704,0.0
105,99,319731,0.0
106,99,319733,0.0
107,99,324123,0.0
108,99,324124,0.0
109,99,324128,0.0
110,99,324130,0.0
111,99,329509,0.0
112,99,329511,0.0
113,99,329512,0.0
114,99,333424,0.0
115,99,333425,0.0
116,99,333427,0.0
117,99,333430,0.0
118,99,333431,0.0
119,99,342446,0.0
120,99,342449,0.0
121,99,342450,0.0
122,99,342454,0.0
123,99,345872,0.0
124,99,345876,0.0
125,99,348901,0.0
126,99,348903,0.0
127,99,348905,0.0
128,99,348906,0.0
129,99,348907,0.0
130,99,352426,0.0
131,99,355726,0.0
132,99,355728,0.0
133,99,360924,0.0
134,99,360926,0.0
135,99,362997,0.0
136,99,368849,0.0
137,99,372754,0.0
138,99,375074,0.0
139,99,377655,0.0
140,99,377661,0.0
141,99,383976,0.0
142,99,383979,0.0
143,99,383980,0.0
144,99,388548,0.0
145,99,392279,0.0
146,99,394621,0.0
147,99,394622,0.0
148,99,396629,0.0
