,z,Snapshot,SubhaloID,"M,M_{\odot}","$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",SFR($M_{\odot}/yr$),$V_{max}$(km/s),$R_{max}$(kpc),$\sigma_v$(km/s),$R_{1/2M_*}(kpc)$
1990,1.114,47,424338,34105588000.0,4475567000.0,6127029000.0,23491805000.0,2.5711863,147.04742,8.824351,76.57009,3.47178
2033,1.114,47,431120,42442070000.0,5833962000.0,4958613500.0,31640179000.0,2.407825,136.16928,11.086688,74.082855,4.9814897
2136,1.114,47,452831,6348631600.0,937937660.0,424127580.0,4984402400.0,0.46047905,90.02012,32.17377,57.010845,2.1181233
2510,1.155,46,151035,105428670000.0,14409030000.0,40406966000.0,50501050000.0,22.701216,312.80875,0.45651412,146.94664,3.5214784
2857,1.155,46,340861,22781395000.0,2442331000.0,5662709000.0,14661449000.0,2.2308419,153.2576,70.872536,97.24452,2.433199
3058,1.155,46,389757,40236777000.0,6511151600.0,8345973000.0,25365776000.0,5.52165,154.35289,7.073501,86.84463,3.6351352
3147,1.155,46,410562,20371853000.0,2145023200.0,4932541000.0,13276615000.0,1.9752524,140.25056,3.844629,80.0226,2.239687
3211,1.155,46,422895,14347586000.0,2099845400.0,1941394000.0,10300040000.0,1.1444006,121.95808,14.602736,71.18842,2.4529307
3277,1.155,46,435950,15467059000.0,2598014200.0,843021600.0,12022914000.0,1.1280258,122.83653,24.604172,77.0658,3.1231325
3403,1.155,46,463713,8976618000.0,1543161100.0,564192830.0,6869264400.0,0.59323925,99.59788,21.50146,56.923138,2.718471
3465,1.155,46,481492,1430998500.0,324847520.0,242823100.0,861210430.0,0.35398543,66.082756,1.5071456,38.691956,0.71221495
3904,1.206,45,292481,45864436000.0,9686984000.0,8650348000.0,27502920000.0,12.436643,170.70854,5.911879,113.38862,3.4179025
3952,1.206,45,310166,7677030000.0,1550947600.0,708734660.0,5414554000.0,0.77769905,93.84232,19.258696,53.84266,2.3512454
4123,1.206,45,358427,23482149000.0,3379777500.0,3212189000.0,16882535000.0,2.0171373,136.97142,13.706851,77.87847,3.1077294
4125,1.206,45,358670,22230833000.0,2724541200.0,4416215000.0,15075720000.0,2.3467672,147.64314,17.81485,80.46259,2.5859785
4151,1.206,45,363873,12468448000.0,2040581000.0,4178927900.0,6234020000.0,2.7429163,150.29034,51.279034,96.99193,1.4397931
4179,1.206,45,372040,23840616000.0,3960324900.0,3571139800.0,16301288000.0,3.1475132,140.56264,23.21513,83.192,2.7674305
4226,1.206,45,382581,29939601000.0,2918786300.0,10440900000.0,16541773000.0,3.8854122,186.09966,2.960435,90.09003,1.8797188
4227,1.206,45,382679,37231264000.0,4328390700.0,6539566600.0,26344962000.0,2.6299133,149.95526,6.3178673,90.7151,3.575178
4277,1.206,45,392965,27864551000.0,4238179800.0,8165546500.0,15436447000.0,4.078948,156.53444,4.0527835,84.35657,2.4590871
4567,1.206,45,457809,10796376000.0,1491714400.0,2432924400.0,6863366000.0,1.268156,121.74562,3.9580092,67.21771,1.5963299
4652,1.206,45,484778,7388630000.0,1397908200.0,565344450.0,5423629300.0,0.5785602,91.94912,28.823465,56.232418,2.2644992
4811,1.248,44,113258,8944460000.0,734395260.0,416498340.0,7792184300.0,0.36949474,82.05895,6.328056,51.820377,2.8617995
4900,1.248,44,192056,107423910000.0,5697572000.0,43536044000.0,57953382000.0,27.381025,462.68835,0.3688359,156.39241,3.5953715
5041,1.248,44,264800,74195485000.0,13684241000.0,17566620000.0,42905793000.0,13.541092,196.15808,8.379175,111.972374,4.150369
5096,1.248,44,285240,33992684000.0,3973179000.0,11096417000.0,18879926000.0,6.0314474,205.71573,0.43696198,120.75357,2.2732294
5143,1.248,44,303403,53242466000.0,7665598500.0,7488195000.0,38075662000.0,4.565364,160.71599,19.362188,94.369484,4.796024
5236,1.248,44,331018,5351835000.0,1132101000.0,1844764900.0,2365379000.0,2.0331252,111.658134,1.1050717,61.07646,1.0064672
5326,1.248,44,351197,22158352000.0,2952742100.0,6035725000.0,13150474000.0,3.034308,151.85814,4.6663027,98.06839,2.0749307
5604,1.248,44,408287,24471677000.0,3598875100.0,4772530700.0,16091205000.0,2.1538184,136.21927,8.235747,75.70086,2.9127622
5680,1.248,44,426124,22181960000.0,2895361800.0,2726884600.0,16551302000.0,1.6930356,128.01465,6.6822176,71.71732,2.9356465
5696,1.248,44,429185,22005856000.0,4034334700.0,1035359940.0,16933357000.0,1.0970355,103.878105,16.191023,56.594078,4.662687
5739,1.248,44,438685,4803395600.0,812986800.0,148539550.0,3841869600.0,0.27627167,71.935905,22.523205,43.368332,2.702076
5811,1.248,44,456234,8596688000.0,1153758300.0,1952078600.0,5483976700.0,1.3055613,118.70679,2.7226398,65.61107,1.3148818
5954,1.248,44,541134,7189756000.0,1087412400.0,353832130.0,5748511000.0,0.32655314,78.61733,14.109074,43.254436,2.7109702
6112,1.302,43,161606,12108915000.0,1650363300.0,1872333700.0,8579888000.0,1.1224408,104.350365,3.6464298,59.627014,2.4447262
6157,1.302,43,191488,91128865000.0,9479763000.0,26992943000.0,54586130000.0,9.903262,234.77972,7.8560767,133.04745,3.562806
6160,1.302,43,195239,15764524000.0,2121279900.0,570603140.0,13071068000.0,0.50627863,103.29216,28.422598,62.910404,3.807676
6307,1.302,43,266328,23329530000.0,3924386300.0,907966600.0,18495152000.0,1.2643965,114.207695,16.267752,74.64311,4.434088
6359,1.302,43,283666,63072090000.0,8643693000.0,14133396000.0,40254100000.0,10.868237,201.20546,30.213165,131.94644,3.5328445
6427,1.302,43,309172,44623930000.0,7123918000.0,5446216000.0,32044014000.0,3.7357643,155.33038,23.073637,85.48868,4.6783304
6546,1.302,43,338733,26162997000.0,4295852000.0,6426787300.0,15426920000.0,4.2228875,156.0423,27.771479,87.44521,2.538311
6572,1.302,43,345162,37901720000.0,5451662300.0,2762547200.0,29681359000.0,2.6822467,143.70096,13.301888,84.459404,4.386177
6738,1.302,43,384315,41252774000.0,7724720000.0,5398808600.0,28122739000.0,4.1823144,141.07173,12.083814,77.85307,4.5844345
6869,1.302,43,409191,15519910000.0,1910416100.0,627802430.0,12978958000.0,0.55356556,108.63168,35.427494,72.20075,3.484582
6889,1.302,43,414258,32099785000.0,5540545000.0,849657660.0,25706996000.0,1.7252241,123.62634,22.16696,72.69091,5.3792777
6903,1.302,43,417113,20812648000.0,2573906700.0,891346800.0,17343996000.0,0.6640601,119.43476,35.52444,72.927414,4.5895495
6949,1.302,43,426977,6065114000.0,1011134660.0,943891500.0,4105495800.0,0.7432757,103.66398,34.8816,60.609886,1.6591284
7078,1.302,43,466536,8579568000.0,1354404000.0,1549853700.0,5669559300.0,1.4078324,110.69912,3.735391,60.212868,1.5216743
7092,1.302,43,473973,7502595000.0,1015253000.0,395726000.0,6089728500.0,0.41164985,90.206894,17.60682,52.127575,2.4548752
7262,1.358,42,125436,113816640000.0,15158633000.0,21626855000.0,76973515000.0,7.8803124,202.8616,37.71934,123.11968,6.891082
7324,1.358,42,170577,133678710000.0,14706529000.0,45125550000.0,73753270000.0,14.085954,301.43494,0.64073753,154.58875,3.8659282
7381,1.358,42,209657,18870032000.0,2947133000.0,1223923100.0,14695933000.0,1.0384187,114.79623,20.207632,65.811035,3.7070267
7420,1.358,42,228800,23417346000.0,3592476400.0,7614690300.0,12186263000.0,6.0051737,173.6072,0.89170355,99.888794,1.776913
7439,1.358,42,236025,73644730000.0,9699253000.0,14155520000.0,49761444000.0,7.4264264,202.9838,74.75112,129.15463,4.372365
7443,1.358,42,237554,62942286000.0,9724399000.0,18899362000.0,34262835000.0,27.631563,241.30539,0.82118976,140.76103,2.9821827
7466,1.358,42,249617,38553170000.0,5016284700.0,15208475000.0,18271000000.0,9.284326,236.12903,0.6569297,113.92728,1.9141154
7569,1.358,42,287005,45700215000.0,7181669400.0,8714088000.0,29781180000.0,5.741911,172.2031,18.661352,98.55926,3.7739124
7851,1.358,42,362720,26496156000.0,4721549000.0,2344459500.0,19425331000.0,2.2871618,132.73529,45.276367,80.93885,4.102161
8241,1.358,42,466237,7472694000.0,1142468100.0,284056480.0,6046169000.0,0.32039237,100.530655,19.410759,61.571274,2.7040942
8279,1.358,42,503732,14415346000.0,2389117700.0,764700400.0,11261528000.0,0.7172422,92.98664,15.378549,53.07313,3.7878873
8285,1.358,42,517762,6514901000.0,1047592700.0,183433220.0,5283875300.0,0.24846287,70.045364,23.406864,42.363194,3.3232653
8347,1.414,41,39917,123592770000.0,10324499000.0,67814777000.0,45157280000.0,47.283405,471.22437,0.4555176,200.83223,2.3089728
8422,1.414,41,137776,148493960000.0,15228004000.0,79567210000.0,53516650000.0,45.57352,491.96747,0.55470043,185.60612,2.621802
8618,1.414,41,247971,21837700000.0,3287373300.0,2453970200.0,16090750000.0,1.5815448,121.6881,13.48199,70.86423,3.3640685
8693,1.414,41,277153,27319597000.0,5426763300.0,5428517000.0,16451480000.0,6.551107,159.29117,7.179017,94.480064,2.338623
8761,1.414,41,302062,6656467000.0,1014704300.0,726125600.0,4912710000.0,0.8241417,95.83229,16.159697,55.4129,1.8038884
8900,1.414,41,337397,40901304000.0,6946173000.0,4877395000.0,29073338000.0,3.7111862,144.6828,21.902819,81.41259,4.501113
8916,1.414,41,340964,14148879000.0,2167502300.0,1787719400.0,10187964000.0,1.423114,121.20063,20.661032,71.61878,2.43524
8939,1.414,41,346795,19236467000.0,2934913000.0,2017861100.0,14275765000.0,2.217006,139.54807,42.53169,87.936424,2.4799466
8979,1.414,41,355844,4021382100.0,668609100.0,357274300.0,2992910300.0,0.41478392,77.09082,3.507868,48.13848,1.4725168
9165,1.414,41,396083,16173239000.0,3405510400.0,2035211900.0,10728830000.0,3.232269,121.375336,23.548512,71.24127,2.8615737
9307,1.414,41,431618,12464706000.0,1893296900.0,1403760800.0,9163860000.0,1.2006037,113.12864,9.695585,65.22583,2.1851957
9372,1.414,41,462179,7809299500.0,1013606200.0,908246850.0,5883273700.0,0.7769127,99.3976,14.123959,57.288486,1.8104827
9403,1.414,41,492297,5049222000.0,638712300.0,291401570.0,4119108400.0,0.3361993,83.06859,20.867582,47.15944,1.7690499
9405,1.414,41,496721,9257403000.0,687669500.0,266496500.0,8301742000.0,0.3526994,87.99693,7.669039,55.070007,2.6235094
9412,1.414,41,509324,5212487000.0,749372700.0,572397630.0,3889513000.0,0.5652761,93.931526,5.079213,52.80026,1.3499786
9417,1.414,41,518138,3855834600.0,640432200.0,596379100.0,2619023400.0,0.55040365,85.78247,12.350203,49.398743,1.2174152
