,z,Snapshot,SubhaloID,"M,M_{\odot}","$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",SFR($M_{\odot}/yr$),$V_{max}$(km/s),$R_{max}$(kpc),$\sigma_v$(km/s),$R_{1/2M_*}(kpc)$
2453,2.733,27,268057,4647179000.0,857917630.0,840678700.0,2947082000.0,1.3675859,113.9525,13.72826,68.19179,0.8811142
2469,2.733,27,273522,12236409000.0,1779327700.0,587795140.0,9867166000.0,0.974963,112.181435,13.794024,63.258163,2.370756
2527,2.733,27,301401,15693219000.0,1880038700.0,178104880.0,13635074000.0,0.51224995,97.45725,15.747702,63.329075,3.8311377
2573,2.733,27,319441,14131970000.0,1729914100.0,272057400.0,12129998000.0,0.6113594,103.882484,13.405909,64.97809,3.0763948
2654,2.896,26,4037,70479730000.0,8050517000.0,40213127000.0,22124667000.0,91.00873,496.69995,0.31744868,189.82489,1.0706173
2691,2.896,26,24482,24026413000.0,5893580300.0,9571465000.0,8547218000.0,27.78678,216.8005,40.595917,135.84755,1.18697
2883,2.896,26,82145,5567666000.0,982252540.0,398243600.0,4187170300.0,0.7491796,91.35993,5.1124144,57.354263,1.5048952
2945,2.896,26,97549,8653426000.0,1656839300.0,505168860.0,6489479000.0,1.0638503,91.9209,8.731829,57.302586,2.2946563
2970,2.896,26,102665,34461643000.0,6022392300.0,10151154000.0,18269186000.0,11.550174,213.59908,4.098475,112.58533,1.6490524
3028,2.896,26,113954,4449758000.0,680227600.0,214002080.0,3554194700.0,0.5191612,91.247375,14.571207,53.455433,1.6268661
3030,2.896,26,114135,10341842000.0,1670420200.0,838146100.0,7830753000.0,1.8936374,117.85842,11.607394,72.29021,1.8332101
3075,2.896,26,122146,23734950000.0,4420061700.0,5040870400.0,14260337000.0,6.901336,173.6012,4.3657846,102.73701,1.7146553
3121,2.896,26,130588,12110270000.0,2318699500.0,2798825700.0,6984062000.0,4.156965,153.72119,10.881388,95.30345,1.2166103
3181,2.896,26,142236,20371140000.0,3659535600.0,3575117600.0,13128695000.0,6.780584,168.48753,4.788491,103.28578,1.6201259
3254,2.896,26,155649,15334491000.0,2151741000.0,3210399200.0,9965628000.0,4.743833,165.02338,19.159813,100.16676,1.4399443
3300,2.896,26,163572,21260704000.0,3732161000.0,1435265000.0,16091205000.0,2.5424228,137.8391,19.336292,82.90491,2.7156303
3304,2.896,26,164276,13586740000.0,3366083300.0,1640478600.0,8576711000.0,4.8838415,143.00354,22.297693,86.745964,1.6480916
3330,2.896,26,168337,19928984000.0,3706825700.0,1839091000.0,14377858000.0,5.2671747,146.92763,27.949266,91.4597,2.104676
3335,2.896,26,169307,16761636000.0,2617852700.0,295900380.0,13847882000.0,0.851719,119.90411,32.956947,82.63691,4.065716
3379,2.896,26,175122,15644161000.0,2879121000.0,1362319500.0,11399013000.0,2.7710474,151.89429,18.453053,94.91736,1.9938887
3380,2.896,26,175378,3691602400.0,627410940.0,155677860.0,2908513500.0,0.4069841,86.377914,11.743074,53.52274,1.4031472
3430,2.896,26,183033,15072555000.0,2894885000.0,1923880100.0,10251036000.0,4.224839,143.55241,18.735273,87.15772,1.6376706
3593,2.896,26,212045,7320784000.0,873987100.0,306701100.0,6138733000.0,0.62285227,103.99648,25.737125,64.94829,2.021328
3632,2.896,26,219106,17514293000.0,2583635700.0,314580580.0,14614713000.0,0.7702316,112.68164,25.897884,71.62528,4.2479897
3765,2.896,26,254159,19795940000.0,2210145000.0,162392270.0,17423403000.0,0.52703375,107.53614,17.501858,69.306404,4.440462
3905,2.896,26,307590,8231095000.0,913994800.0,174226100.0,7142874000.0,0.43719015,103.330444,13.412896,69.014084,2.057428
3967,2.896,26,358307,4962793000.0,578619840.0,160702720.0,4223469800.0,0.42639196,83.39594,8.125319,47.5402,1.8082404
3980,3.008,25,3773,25290908000.0,4543657500.0,1337830900.0,19407182000.0,3.0408645,137.4662,9.484897,83.21881,3.0878415
4050,3.008,25,32019,27785950000.0,5338233000.0,3259833600.0,19179854000.0,5.9294176,158.5281,8.2072525,94.0238,2.4184263
4145,3.008,25,60916,61941220000.0,7303092000.0,29658345000.0,24922919000.0,39.335094,328.45187,0.31476554,164.98314,1.3545258
4358,3.008,25,108615,11054074000.0,2717493200.0,118328340.0,8218252300.0,0.83039063,72.635254,11.124315,47.413498,4.640919
4381,3.008,25,112256,20590150000.0,3229518300.0,424605340.0,16934718000.0,0.82234406,112.90808,36.355507,77.169014,4.2161226
4410,3.008,25,118139,22661181000.0,2199488500.0,1219704600.0,19240202000.0,2.504783,148.45131,28.632153,91.66322,2.6220055
4525,3.008,25,138813,9882851000.0,1831817200.0,849520600.0,7199138300.0,1.5430288,116.96455,14.815553,68.54092,2.0007238
4532,3.008,25,140119,46904283000.0,9093737000.0,3118003000.0,34686177000.0,6.5689273,163.93056,15.42915,95.363365,3.8360293
4712,3.008,25,167749,14811284000.0,3036529700.0,1283700600.0,10488798000.0,3.1369362,141.8829,16.152714,84.392105,1.9491612
4747,3.008,25,173198,12711134000.0,2083841200.0,414004580.0,10212013000.0,0.85176915,100.703964,7.2366633,60.450134,2.7621994
4760,3.008,25,176276,16863603000.0,2841594400.0,529603870.0,13490784000.0,1.312609,109.14997,11.53518,64.66358,3.2062442
4773,3.008,25,177824,13873153000.0,3027039500.0,1331791900.0,9512336000.0,3.5927112,137.55717,17.48223,84.405396,1.727065
4803,3.008,25,182465,15185105000.0,2158903300.0,885216000.0,12139075000.0,2.2517524,131.62529,27.323498,83.012955,2.382203
4854,3.008,25,191047,8584740000.0,1282317300.0,763992900.0,6535761000.0,1.3387697,126.75069,18.96093,78.938225,1.519877
4898,3.008,25,199179,19071863000.0,2455620400.0,711747200.0,15902900000.0,1.49827,131.68626,25.95342,81.16236,3.3788507
4946,3.008,25,207061,8947390000.0,1366637300.0,604074240.0,6974987300.0,1.3120769,119.81045,18.77523,74.188614,1.8205745
4960,3.008,25,209879,13126223000.0,1496012400.0,325628030.0,11303273000.0,0.64235246,109.94199,21.156462,71.80584,3.1198769
4966,3.008,25,211095,16336003000.0,2110565100.0,395121700.0,13828824000.0,1.0700337,111.31445,6.751726,68.96389,2.9002247
5018,3.008,25,221853,16196317000.0,2356453000.0,601240770.0,13237139000.0,1.1361592,111.5289,16.839964,65.97734,2.9808486
5053,3.008,25,231540,42753495000.0,3503820800.0,158527980.0,39091147000.0,0.48966122,120.55987,17.569513,80.31111,6.6237335
5114,3.008,25,251141,12219698000.0,1636555300.0,136233360.0,10445692000.0,0.39766848,93.73143,21.073427,59.785076,4.185384
5122,3.008,25,254354,9717121000.0,1058075900.0,233930670.0,8423799300.0,0.5810524,101.87066,16.211843,62.439877,2.6427372
5162,3.008,25,269749,6438519000.0,994578000.0,381664600.0,5061085700.0,0.721781,100.72152,12.121092,60.63408,1.7202733
5235,3.008,25,296015,3084363300.0,532402240.0,241485230.0,2310475800.0,0.5209457,93.16316,10.846702,55.815876,1.0435673
5257,3.008,25,303531,5447643600.0,631071700.0,109407880.0,4707164000.0,0.35617718,92.39261,19.923588,59.368713,2.1955974
5281,3.008,25,316056,4011145500.0,504877860.0,134932880.0,3371335000.0,0.36530417,89.76931,8.216626,56.471176,1.4601126
