,z,Snapshot,SubhaloID,"M,M_{\odot}","$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",SFR($M_{\odot}/yr$),$V_{max}$(km/s),$R_{max}$(kpc),$\sigma_v$(km/s),$R_{1/2M_*}(kpc)$
9153,2.002,33,167800,3767024000.0,824324100.0,699444350.0,2240599000.0,1.0599563,81.76466,2.8903558,50.119118,1.2229221
9361,2.002,33,219175,30665138000.0,4926488000.0,4583529500.0,21145029000.0,4.5460086,155.92531,24.977375,95.33177,2.8647141
9478,2.002,33,244234,20503847000.0,4141699800.0,4783951400.0,11565992000.0,6.830677,158.9997,3.376885,93.528496,1.7455742
9558,2.002,33,260401,15611930000.0,2110605700.0,7383654000.0,6096081000.0,6.8793344,188.14673,1.3933511,90.119865,0.9763182
9718,2.002,33,292496,12011149000.0,1968241900.0,3461809700.0,6572060700.0,3.9214785,149.09845,2.7747996,83.00803,1.1675789
9722,2.002,33,292959,19124020000.0,2902594300.0,1862158200.0,14353809000.0,2.2757268,143.00774,11.268957,82.06867,2.527801
9792,2.002,33,306674,15502195000.0,2668458800.0,1939693800.0,10888095000.0,2.4571116,132.33617,9.61003,77.55633,2.050827
9879,2.002,33,326680,7615959000.0,1287526500.0,742653760.0,5583347700.0,0.9528918,112.2236,14.289364,69.4588,1.668211
9916,2.002,33,338557,12414078000.0,2066836600.0,663262600.0,9682038000.0,0.8427516,104.04576,21.13239,62.024445,2.9071138
9945,2.002,33,350997,9331323000.0,1672508800.0,1450697000.0,6204526000.0,2.0247514,117.902695,13.797953,66.32179,1.5753349
9947,2.002,33,351500,10837446000.0,1816470800.0,665314370.0,8353015000.0,0.8737001,102.07542,26.162958,59.80449,2.6195576
9985,2.002,33,367057,8638336000.0,1138956400.0,430942300.0,7066644000.0,0.7014083,105.01339,12.066965,65.99522,1.9369705
