,z,Snapshot,SubhaloID,"M,M_{\odot}","$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",SFR($M_{\odot}/yr$),$V_{max}$(km/s),$R_{max}$(kpc),$\sigma_v$(km/s),$R_{1/2M_*}(kpc)$
902,2.103,32,277460,12587259000.0,1143973600.0,1847987800.0,9590381000.0,2.430549,143.09059,31.042667,89.619484,1.8453354
904,2.103,32,278116,14336539000.0,2526247000.0,2355308000.0,9449266000.0,2.5746014,130.26619,22.756554,76.44473,1.9782293
965,2.103,32,290528,6393362400.0,1043180160.0,563883840.0,4783847000.0,1.227361,120.417946,29.386702,77.06765,1.597768
966,2.103,32,290858,27362537000.0,4100331000.0,2130658700.0,21127334000.0,2.497554,135.6771,10.69616,78.179504,3.2778957
1127,2.103,32,336845,14125805000.0,2094428400.0,1131113100.0,10897624000.0,1.2768085,120.27661,10.725898,71.63854,2.3645167
1136,2.103,32,340045,14924002000.0,2527709000.0,780286460.0,11613636000.0,1.1452123,103.54078,26.626091,63.70778,3.4039187
1145,2.103,32,344173,10662449000.0,1501739900.0,750828740.0,8407918600.0,1.0565072,109.27641,27.64911,66.57863,2.1573067
1150,2.103,32,344922,11175675000.0,1157585500.0,393961100.0,9622598000.0,0.6280366,104.552864,16.706245,63.999393,2.721551
1169,2.103,32,358766,4621866500.0,802924400.0,954320800.0,2861323800.0,1.2298533,106.851746,16.19781,62.47803,0.98821115
1253,2.103,32,470556,1825374500.0,291698430.0,126608990.0,1407067100.0,0.24595769,76.65731,8.489845,46.725468,0.87345743
1331,2.208,31,56497,89626740000.0,24715893000.0,30941256000.0,33934774000.0,149.92795,317.27844,57.652985,202.79126,2.2133186
1418,2.208,31,94568,31565318000.0,5299087000.0,1390826000.0,24873010000.0,3.395337,131.8925,26.377485,88.22152,4.882178
1458,2.208,31,109825,260306520000.0,36566934000.0,8429191000.0,215303520000.0,16.743042,235.17192,60.10818,151.40111,12.877418
1513,2.208,31,127155,14941328000.0,2661649400.0,1353224100.0,10922579000.0,1.9099064,119.67932,13.836623,69.703705,2.272323
1612,2.208,31,156771,23668828000.0,3809094400.0,7539109400.0,12301968000.0,6.706592,207.28,26.749445,134.86537,1.4816797
1646,2.208,31,163373,22504888000.0,4112336600.0,1918499700.0,16470082000.0,3.0256267,161.5359,41.620384,102.62754,3.2702842
1683,2.208,31,171974,51873780000.0,8381512700.0,16397995000.0,27060520000.0,15.230015,228.56805,3.2647922,120.08135,2.197233
1697,2.208,31,174853,39022530000.0,6219382000.0,2943594800.0,29856050000.0,3.1181486,149.878,15.813096,83.742645,4.0469236
1773,2.208,31,191144,47321880000.0,11985446000.0,2976686600.0,32355283000.0,11.920798,192.23051,28.600569,119.915184,3.9612594
1803,2.208,31,197494,22802799000.0,4276818000.0,8624094000.0,9885770000.0,13.521684,198.22028,2.005141,109.40975,1.2631696
1812,2.208,31,198817,16769796000.0,3440669200.0,4009390000.0,9301344000.0,8.619142,172.04576,20.972271,105.173035,1.4458454
1845,2.208,31,207280,44290550000.0,5649396700.0,3478657500.0,35151270000.0,3.2185497,162.54317,20.619226,93.47856,4.0206704
1857,2.208,31,209642,2648378000.0,688909100.0,407657100.0,1551812200.0,1.0925032,81.723076,1.6484406,50.573643,0.8546412
2033,2.208,31,245329,40852677000.0,6316175400.0,539513540.0,33995575000.0,0.90968263,112.43265,37.148563,76.66077,8.831401
2110,2.208,31,259575,12998080000.0,2447977500.0,2171083500.0,8371164700.0,3.1026793,143.42671,20.294672,87.886246,1.6278582
2114,2.208,31,260045,13869641000.0,2574198500.0,805488400.0,10487437000.0,1.473017,118.00646,22.178894,72.028206,2.6354215
2133,2.208,31,263636,1406662500.0,420249000.0,275068900.0,709659100.0,0.53034616,63.041626,1.2456701,36.399403,0.7658607
2168,2.208,31,270392,22755086000.0,3161036300.0,1381072600.0,18208838000.0,1.6155447,136.37411,18.141655,79.225464,3.223103
2169,2.208,31,270490,7539236000.0,889684740.0,3113176300.0,3520617200.0,2.9284403,155.79791,0.6356083,83.699394,0.69931716
2189,2.208,31,273732,7072859000.0,1109489700.0,917480500.0,5042936000.0,1.161163,113.4154,18.125214,65.77089,1.5134232
2210,2.208,31,279037,11937745000.0,1958961700.0,1360664000.0,8613465000.0,1.6236185,122.83542,27.694618,71.77655,1.8565042
2239,2.208,31,286354,16064023000.0,2301346600.0,1393003600.0,12366401000.0,1.83631,131.83885,18.143463,81.829765,2.3291974
2403,2.208,31,337598,10184750000.0,1795843800.0,662622900.0,7724577000.0,0.9078443,97.801674,25.175602,57.746777,2.6232727
2431,2.208,31,351395,7554395000.0,766110000.0,121564240.0,6665532400.0,0.2874398,87.68367,23.53652,53.960735,3.018643
2532,2.316,30,19163,38367460000.0,6305728000.0,13742133000.0,18295048000.0,30.70691,223.44202,1.8241973,129.71785,1.7597829
2611,2.316,30,61786,81255784000.0,20987610000.0,5696569300.0,54571610000.0,21.794655,192.24731,20.075354,113.68723,4.9190655
2653,2.316,30,80033,29938278000.0,4534143500.0,8525718500.0,16862119000.0,8.646677,187.22533,2.8351634,100.41002,1.8936484
2695,2.316,30,97533,32164364000.0,5729176000.0,4261823200.0,22163235000.0,5.284555,159.64761,7.085349,93.82611,2.757798
2718,2.316,30,104999,3986622500.0,847151700.0,221882610.0,2917588500.0,0.47189662,67.779854,3.340012,42.042065,1.9032133
2738,2.316,30,111696,29149640000.0,5416463000.0,4215829800.0,19509275000.0,5.778475,157.3546,37.761024,93.583824,2.5742
2822,2.316,30,133747,14289163000.0,2169542100.0,1005233300.0,11111793000.0,1.2656479,115.829926,12.760676,68.01455,2.374665
3082,2.316,30,189218,854091500.0,283469800.0,169510020.0,401111680.0,0.34201843,52.72748,1.0763752,29.664597,0.7460838
3102,2.316,30,193427,25347949000.0,3849359600.0,6967736000.0,14514889000.0,7.779494,177.24776,3.1305652,91.11838,1.7439528
3117,2.316,30,196740,15232425000.0,2803572500.0,1411585200.0,11013330000.0,2.2097557,132.30511,16.67152,74.51715,2.173258
3155,2.316,30,203582,61685174000.0,6892105700.0,1701051600.0,53088310000.0,2.2959802,161.63339,39.589832,103.702446,7.2611194
3173,2.316,30,206944,32773165000.0,5799087000.0,4753120000.0,22206341000.0,5.1590075,160.05243,8.43189,90.02353,2.8326488
3375,2.316,30,247717,14338564000.0,2353208800.0,2697250600.0,9281834000.0,3.5360665,149.23352,5.607415,84.02258,1.4320806
3466,2.316,30,266959,14308760000.0,2497818600.0,1231993000.0,10576372000.0,1.6959773,126.74381,16.293184,76.03469,2.345491
3605,2.316,30,308589,21723478000.0,2940528000.0,130349330.0,18652600000.0,0.3197152,103.94028,29.936169,68.248695,5.929628
3644,2.316,30,325155,8398291500.0,1327572500.0,1073040800.0,5995802600.0,1.3277321,113.42856,11.442019,67.24534,1.5218271
3695,2.316,30,360837,4697347000.0,665361400.0,195711420.0,3835063800.0,0.37649447,94.941025,20.385227,58.23863,1.7472526
3709,2.316,30,372328,6604512000.0,980956300.0,259367740.0,5364188000.0,0.4721202,91.27898,17.118952,56.842445,2.1271927
3759,2.444,29,7534,103193520000.0,11503826000.0,62780584000.0,28806083000.0,65.76792,536.6604,0.27750856,189.42857,1.4879093
3867,2.444,29,59627,51103230000.0,7955192300.0,3815827000.0,39325733000.0,6.0610504,199.51938,50.729275,131.31876,4.6144767
3876,2.444,29,62630,57589203000.0,2978861600.0,42326335000.0,12167206000.0,76.28974,548.0988,0.39008227,175.97173,0.6628019
3908,2.444,29,73329,115174340000.0,17529086000.0,44886974000.0,52685836000.0,41.07173,345.855,0.4737876,172.40126,2.782613
3909,2.444,29,74078,47484680000.0,6003932000.0,25396509000.0,16033577000.0,52.978817,349.52017,0.3796487,197.01537,1.2300489
3927,2.444,29,81656,13831468000.0,2769125000.0,1446849800.0,9613522000.0,2.3908312,125.598946,16.292986,76.174194,2.103385
3929,2.444,29,82358,20434082000.0,3057059000.0,6733514000.0,10624468000.0,6.950803,179.34804,2.7635589,101.18017,1.3674225
3930,2.444,29,82359,7771449300.0,1382723800.0,741725200.0,5644149000.0,1.601528,104.53116,4.748362,65.3229,1.5992991
3932,2.444,29,83093,4702258700.0,655731500.0,127067130.0,3919460000.0,0.29437175,70.108406,5.1485224,45.196526,2.077333
3967,2.444,29,95147,6932612000.0,1284036000.0,1602767100.0,4041064400.0,2.2504349,116.333305,1.6190461,68.89263,1.120866
3982,2.444,29,99095,64379834000.0,14016173000.0,18304143000.0,32028133000.0,27.480093,245.34088,5.0478826,151.6189,2.310718
4018,2.444,29,111028,3933961200.0,714556160.0,917171200.0,2296409900.0,1.8054577,110.51063,1.1315998,69.40857,0.6997293
4117,2.444,29,135096,31875017000.0,4062816500.0,797611970.0,27012422000.0,1.1780008,120.54451,53.424454,83.763916,5.2749033
4197,2.444,29,151103,30005580000.0,6519069700.0,7159227400.0,16317623000.0,11.234982,179.3687,26.387924,106.765816,2.1020412
4313,2.444,29,175432,138458840000.0,17084303000.0,778762100.0,120595770000.0,2.6662326,157.51976,29.722025,99.531815,12.307383
4315,2.444,29,175993,39180580000.0,7322683400.0,1269516200.0,30586580000.0,3.0739725,157.25049,26.90346,98.89692,4.93508
4437,2.444,29,199446,11894296000.0,2289045200.0,3650974200.0,5946344400.0,5.386376,150.2305,11.758338,88.07084,1.1981242
4490,2.444,29,208625,12709055000.0,2234095900.0,631384260.0,9841756000.0,1.074246,112.3604,28.998322,69.279144,2.6906118
4522,2.444,29,214938,15343262000.0,1962586200.0,236278290.0,13143214000.0,0.50808483,94.81304,10.17545,56.476326,3.735557
4543,2.444,29,218617,57653105000.0,7498451000.0,962207600.0,49192450000.0,1.8840864,140.58878,34.91347,87.93434,7.8407207
4560,2.444,29,222329,9951571000.0,1853216500.0,667182800.0,7428734000.0,1.2592667,113.29654,26.489206,67.92974,2.1393247
4582,2.444,29,225963,17250281000.0,2442601500.0,2196484900.0,12606886000.0,3.4350564,143.55289,3.3429527,86.13967,1.8104775
4585,2.444,29,226754,6697511000.0,1202803300.0,984229570.0,4506608000.0,1.7509664,129.58463,17.904593,80.684845,1.1841806
4627,2.444,29,233943,3328604400.0,1107179500.0,256699410.0,1963360000.0,0.9331421,68.34277,2.0920267,41.60627,1.6195719
4659,2.444,29,241038,19666480000.0,4167748000.0,897247400.0,14599287000.0,1.9653766,122.80646,16.617798,73.64535,3.431377
4681,2.444,29,244732,10373281000.0,1649530600.0,983330050.0,7737281500.0,1.4402318,124.209785,19.433695,80.64283,1.7384343
4711,2.444,29,249249,14105689000.0,2176805400.0,582656800.0,11344563000.0,1.129731,135.6125,19.14245,89.589005,2.6341715
4732,2.444,29,254046,8294550500.0,1288121300.0,891331900.0,6112416000.0,2.340503,125.641174,15.801624,79.207596,1.5586245
4740,2.444,29,256059,9423009000.0,2019144800.0,747101760.0,6654642700.0,2.1732132,126.58222,16.933832,77.17351,1.9060874
4771,2.444,29,266212,16303477000.0,2448777000.0,1985983100.0,11865464000.0,2.6177087,132.14954,4.15531,76.93649,2.0110347
4796,2.444,29,271691,8301028000.0,1431927000.0,1148877600.0,5716295000.0,1.8390185,126.56162,13.531544,75.15475,1.3047694
4797,2.444,29,271772,7256397000.0,1311581600.0,261501780.0,5681810400.0,0.75572556,121.708084,22.654858,77.49532,2.1805212
4941,2.444,29,329147,16028241000.0,1908634200.0,295408030.0,13822927000.0,0.5269225,109.1342,16.626904,71.18503,3.5317256
5010,2.444,29,378461,3693584000.0,728046850.0,184980110.0,2780557300.0,0.4163407,76.28613,16.977968,45.109734,1.7924056
