,z,Snapshot,SubhaloID,"M,M_{\odot}","$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",SFR($M_{\odot}/yr$),$V_{max}$(km/s),$R_{max}$(kpc),$\sigma_v$(km/s),$R_{1/2M_*}(kpc)$
23154,0.791,56,487158,21236058000.0,3048495600.0,3005102000.0,15174636000.0,1.4594693,122.83689,20.889954,69.64905,3.3773944
23257,0.791,56,503541,24315970000.0,3082462500.0,5169523700.0,16052635000.0,1.9451884,128.67355,6.1919727,65.51992,3.1661124
23955,0.817,55,295284,5483689000.0,884163700.0,558461300.0,4041064400.0,0.36463207,82.155266,10.984762,46.5456,2.0178964
24274,0.817,55,416571,35958490000.0,2571009500.0,13778584000.0,19528331000.0,2.9029596,190.7372,3.1661139,95.330605,2.1683946
24453,0.817,55,455236,48788510000.0,6168213000.0,9337630000.0,33269582000.0,3.455884,152.86833,7.2739034,80.27499,4.5442615
24521,0.817,55,467098,27776453000.0,3514775800.0,3198402300.0,21053827000.0,1.5872486,129.55075,13.003713,71.48958,3.6986852
24601,0.817,55,480107,38171220000.0,4960050700.0,3097449000.0,30104248000.0,1.3814906,126.67832,17.249998,69.73125,5.3678303
24795,0.817,55,512963,20519380000.0,2597481200.0,1234951400.0,16683343000.0,0.5113087,100.74566,17.093573,57.344135,4.544921
25362,0.851,54,286818,84238940000.0,1305002600.0,48733536000.0,33999206000.0,7.6084523,395.92972,0.45402145,134.77147,2.6038005
25387,0.851,54,299708,111456215000.0,9350218000.0,44482036000.0,57623960000.0,21.10256,314.49866,0.6414385,139.45892,3.896443
25465,0.851,54,335805,27164422000.0,4418965000.0,2584083200.0,20156770000.0,1.2918798,107.21088,13.221861,66.3823,5.1394997
25710,0.851,54,415207,32935764000.0,3082533400.0,5004083000.0,24831717000.0,1.5094992,145.93427,18.818909,81.63561,3.7752929
26612,0.887,53,210065,195068700000.0,20155283000.0,46388535000.0,128370260000.0,28.522705,330.98953,0.6113061,217.62202,5.9822917
27359,0.887,53,467934,17253861000.0,1888407800.0,5641608000.0,9709716000.0,1.740269,138.23203,3.608074,74.259125,1.9500623
27532,0.887,53,499548,34613080000.0,4097211000.0,1124560000.0,29387332000.0,0.49927068,110.617386,18.411388,61.739628,6.439115
28279,0.923,52,365777,89609930000.0,11150944000.0,12143958000.0,66298225000.0,3.5843563,173.35254,26.914993,97.622475,6.962183
28429,0.923,52,403887,21247949000.0,4044813300.0,5533213000.0,11656741000.0,5.242776,150.02861,3.8041737,93.798904,2.0324628
28487,0.923,52,418033,42843046000.0,5143665700.0,7188246500.0,30489477000.0,2.1402674,155.10822,10.892725,87.29774,3.9725935
29827,0.951,51,414188,42136506000.0,4748583000.0,7141082000.0,30225396000.0,2.0196345,155.6658,10.118357,88.53405,3.8666806
