,z,Snapshot,SubhaloID,"M,M_{\odot}","$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",SFR($M_{\odot}/yr$),$V_{max}$(km/s),$R_{max}$(kpc),$\sigma_v$(km/s),$R_{1/2M_*}(kpc)$
16682,0.126,89,516395,6052538000.0,366672220.0,1240503800.0,4437184500.0,0.16257992,90.44618,6.9178653,52.596832,1.658598
16931,0.126,89,566020,18709390000.0,1512193900.0,1785040100.0,15405138000.0,0.32198566,99.064964,14.428611,53.80636,4.461598
17050,0.126,89,585362,58581670000.0,6211460600.0,9646447000.0,42710684000.0,0.43977833,129.15091,23.018274,69.14645,7.7856894
18120,0.126,89,690929,6495996000.0,450958880.0,478352100.0,5562929000.0,0.06545622,83.76502,14.870596,45.577023,2.618404
18254,0.126,89,702129,8897029000.0,1154823600.0,731200500.0,7006749700.0,0.14706966,77.42347,12.99124,41.02747,3.5115879
18307,0.126,89,707396,1137297200.0,67436590.0,112002220.0,957858370.0,0.03400592,56.398903,9.403337,34.870567,0.9772734
19340,0.142,88,307292,20499548000.0,2113495700.0,2079675000.0,16300379000.0,0.1424415,88.14766,17.212452,48.36716,5.9497023
20336,0.142,88,605932,26787670000.0,2592281900.0,4953739000.0,19228858000.0,0.93398386,118.7147,9.057574,61.84442,4.124089
20953,0.142,88,664326,4444244000.0,373132160.0,1074375800.0,2991549200.0,0.14833382,87.65847,10.9123745,49.166416,1.4573138
21527,0.142,88,714385,2114949200.0,82486140.0,247885170.0,1782769000.0,0.049405027,74.158264,13.552484,40.10352,1.2346866
21985,0.142,88,750259,2467580000.0,303699800.0,308057820.0,1855822200.0,0.11081831,66.94199,11.331226,36.143913,1.4569229
22542,0.153,87,405946,27880083000.0,1545721000.0,7180476000.0,19135840000.0,0.4136773,120.6769,6.480403,67.67305,4.1744027
24198,0.153,87,678275,12507793000.0,1011855700.0,3417454000.0,8067608600.0,0.37741283,107.22118,4.5017085,52.639984,2.342252
24641,0.153,87,719543,4860481000.0,432804380.0,762314500.0,3665362200.0,0.14875586,81.23493,6.584544,41.17226,1.7786067
25220,0.169,86,123605,34706090000.0,2467506200.0,10790705000.0,21415463000.0,1.6402692,147.76079,4.2783794,81.46304,3.650684
25718,0.169,86,482391,6131583500.0,883542000.0,635550400.0,4609154600.0,0.16486944,77.87755,13.901598,46.410683,2.661012
27072,0.169,86,665009,8377308700.0,807027650.0,637858500.0,6928705500.0,0.13392398,85.03519,16.788548,47.864876,3.0063863
28306,0.18,85,295063,12184946000.0,875888600.0,2190843000.0,9108956000.0,0.18519582,93.09194,7.539691,50.860832,3.0686326
28414,0.18,85,373283,49613976000.0,2060079500.0,16145715000.0,31328457000.0,1.2612106,178.67151,1.496149,87.15446,3.7116694
29068,0.18,85,567512,58289914000.0,7150306300.0,11577289000.0,39541720000.0,1.8879752,151.15181,9.913222,76.24864,5.5073466
29437,0.18,85,610282,30846087000.0,2883498500.0,3822365400.0,24129319000.0,0.5687449,115.26795,14.695958,61.428303,5.230302
29706,0.18,85,637044,2952342000.0,322581700.0,345686720.0,2281436200.0,0.06903823,63.222366,15.449866,38.32171,1.9145129
29862,0.18,85,651894,830090100.0,130094250.0,100143336.0,599852540.0,0.051399514,44.954952,2.1531706,26.130299,0.9054331
29871,0.18,85,652809,7226930000.0,1097298600.0,983966600.0,5140945400.0,0.3179248,81.48462,13.696078,45.021908,2.5515656
29881,0.18,85,653489,9875387000.0,764832400.0,2116453800.0,6984062000.0,0.31298995,94.844124,10.478382,50.603123,2.406727
30009,0.18,85,663730,5373843000.0,440719800.0,723602600.0,4205773800.0,0.11086201,79.23178,14.061911,44.135654,2.146086
30190,0.18,85,681421,10473056000.0,733547700.0,1975983100.0,7759061000.0,0.15857136,91.21841,6.211921,46.573505,2.7198524
31067,0.197,84,180859,17435100000.0,2183824600.0,2012431700.0,13231695000.0,0.41987187,93.36409,10.046599,50.776485,4.3417897
31349,0.197,84,398460,44169260000.0,4296191500.0,16491155000.0,23330724000.0,2.7223501,171.90582,5.903848,103.53756,3.2343304
31977,0.197,84,564044,46535360000.0,4293890300.0,8012011000.0,34215643000.0,1.3313581,134.0638,17.143734,70.98851,5.8056726
35128,0.214,83,598068,27238646000.0,2698251300.0,3423527700.0,21106460000.0,0.58383673,120.46786,16.498096,63.24595,4.4024053
36505,0.214,83,740112,745627300.0,66802284.0,110281040.0,568544000.0,0.048085716,60.554077,9.35036,32.54698,0.65270835
37185,0.226,82,492274,46603043000.0,1328078500.0,11412431000.0,33829050000.0,0.8926078,144.04587,7.927724,72.56305,4.878383
37461,0.226,82,545104,21611520000.0,2594336800.0,7415415300.0,11581873000.0,1.7853335,132.88164,4.853003,64.62263,2.641763
37564,0.226,82,558891,57457490000.0,5264133000.0,7752305700.0,44425390000.0,0.7343509,132.24399,21.041782,70.26864,7.4138556
37692,0.226,82,575854,25976824000.0,2280545000.0,8159646000.0,15511769000.0,1.1151379,134.42657,11.114678,69.544624,3.2190514
38987,0.226,82,711274,1710973400.0,115635210.0,129284060.0,1466054100.0,0.055201337,68.59075,16.093956,36.85558,1.3535641
40106,0.244,81,532599,45289288000.0,1462765700.0,16660104000.0,27089105000.0,1.1616704,180.06718,1.1967233,82.08622,3.3300388
40917,0.244,81,628557,5613011500.0,524301950.0,946241800.0,4139073300.0,0.20517501,76.10414,9.759671,46.19696,2.171813
41285,0.244,81,669640,1870126500.0,166972910.0,485352200.0,1212863700.0,0.09692166,76.723946,17.16901,42.38275,0.9576677
41567,0.244,81,699469,1784170800.0,121841620.0,281579330.0,1380749800.0,0.094476014,74.32468,11.541797,39.09106,1.1014589
41952,0.261,80,128297,58508930000.0,3748805000.0,14962820000.0,39743635000.0,1.3021576,161.31345,4.0663223,89.5667,5.0096145
42791,0.261,80,536941,806752400.0,99206990.0,105877890.0,601667600.0,0.041195527,44.858383,2.2596152,26.224007,0.88182133
44695,0.273,79,253648,9022403000.0,871687550.0,1374015100.0,6776700400.0,0.37763008,87.89842,5.3953567,45.259598,2.5283637
45755,0.273,79,580207,20130530000.0,2461487400.0,4714733000.0,12942205000.0,0.93815374,114.300476,8.975994,61.078568,3.39487
45905,0.273,79,596770,9291113000.0,674843500.0,3209110800.0,5389144600.0,0.50661707,114.75121,2.5061402,61.16097,1.5309417
46419,0.273,79,649594,17558160000.0,2111725000.0,1464308600.0,13977653000.0,0.23756842,89.52803,13.637326,47.900967,4.976212
47371,0.298,78,323877,6116909000.0,304987140.0,1882166500.0,3921728800.0,0.24630693,97.504425,1.7698045,50.591694,1.3953081
47521,0.298,78,401264,60780550000.0,5354993700.0,26021034000.0,29265727000.0,5.5373755,239.34258,0.7833927,120.388794,2.7319593
47948,0.298,78,521591,35262816000.0,2103892400.0,13536411000.0,19564632000.0,1.0842364,176.49686,0.8237304,86.15691,2.9443789
48354,0.298,78,578107,19789214000.0,2937334800.0,3415604200.0,13424538000.0,1.8652103,122.09309,6.1603084,62.87242,2.862098
48538,0.298,78,597996,14032586000.0,1161146800.0,3935780000.0,8915660000.0,0.55278265,119.71014,5.324196,61.44579,2.1270723
49090,0.298,78,660224,6065633000.0,568405250.0,600482400.0,4893653000.0,0.12242385,78.173775,15.058195,42.9644,2.4751804
49944,0.31,77,370718,300262880000.0,11351129000.0,114433016000.0,174231300000.0,3.8177688,337.104,1.160325,152.83737,6.981877
50003,0.31,77,396146,8440018400.0,799107800.0,2258282800.0,5370087000.0,0.39492938,103.29054,5.322644,62.548355,1.7563363
50997,0.31,77,592319,13381232000.0,1972051300.0,1784407300.0,9618059000.0,0.7808766,98.84151,15.861721,56.722004,2.9876754
51236,0.31,77,617280,4981585000.0,330497760.0,500988860.0,4147694300.0,0.20862684,81.59037,18.56278,52.238346,1.8256166
52435,0.329,76,384511,2708754000.0,231372830.0,133327860.0,2344053200.0,0.05905687,62.070724,9.691438,36.49226,1.7582388
52995,0.329,76,537788,11786296000.0,1099001000.0,1115731200.0,9566332000.0,0.45231456,101.711334,47.304447,61.903908,3.1685889
53475,0.329,76,596645,18357156000.0,2168635100.0,2423842000.0,13757132000.0,0.69439906,105.40081,9.612355,54.594795,3.5986514
54721,0.348,75,347845,2366439700.0,240451310.0,228421540.0,1897566700.0,0.095331885,66.28489,9.41338,37.48286,1.3550752
55552,0.348,75,561108,62063604000.0,8265062400.0,4859212000.0,48933360000.0,1.5623051,120.816696,16.354342,64.928085,9.211931
55742,0.348,75,583349,18686759000.0,2258201000.0,2039387900.0,14382850000.0,0.60101724,106.011444,17.247946,56.872246,4.030143
57888,0.361,74,557755,16081885000.0,2033070300.0,2871285000.0,11164427000.0,1.4299792,122.2682,8.45606,66.53833,2.4187179
58437,0.361,74,621183,5549384000.0,397528860.0,998381950.0,4147694300.0,0.19689305,89.51768,8.277195,48.7443,1.5849321
58909,0.361,74,688188,1351216500.0,103768010.0,177061100.0,1070387460.0,0.085480206,66.40388,13.293343,37.6272,0.9638348
59847,0.38,73,510571,3402141400.0,405718200.0,326746400.0,2667574300.0,0.12689254,71.96673,16.78661,42.237614,1.7366546
60586,0.38,73,607990,9659442000.0,1613748200.0,1071085400.0,6970450000.0,0.38099533,90.44524,18.133442,49.5484,3.0688217
60943,0.38,73,662180,2821242400.0,121108616.0,437754800.0,2262378800.0,0.11432628,79.993515,13.581194,43.375698,1.3292048
60953,0.38,73,663698,4906537000.0,269661220.0,637102100.0,3999773000.0,0.22850314,82.94689,9.413457,43.749317,1.8033814
61752,0.4,72,440961,24367593000.0,3159808300.0,3169413400.0,18029607000.0,0.86974406,109.893936,11.057723,67.13679,4.452416
61875,0.4,72,476453,68205820000.0,5939941000.0,17574947000.0,44632297000.0,1.6108676,175.48004,10.929744,88.63343,4.7764935
61887,0.4,72,478928,58773990000.0,6316386300.0,11432991000.0,40992340000.0,2.7915032,156.83464,9.175122,77.69299,5.1838045
62460,0.4,72,571110,17833110000.0,2094914300.0,1857641700.0,13876015000.0,0.58411306,99.32314,16.964052,54.998287,3.9992552
62902,0.4,72,629022,7229415000.0,643942600.0,406277300.0,6176848000.0,0.12102576,78.41688,16.430517,43.625996,2.9397695
63312,0.42,71,52450,34258678000.0,945485250.0,13758837000.0,19493847000.0,1.3474283,170.96315,1.1779627,85.59695,3.07627
64301,0.42,71,540369,53266915000.0,6957233700.0,7543427600.0,38754922000.0,1.52881,130.0024,14.084468,69.37022,6.786522
64855,0.42,71,612709,6363011000.0,721016600.0,380158660.0,5258465300.0,0.20830597,86.937065,16.106863,49.762226,2.3819017
65012,0.42,71,640372,8030446600.0,607019840.0,275676480.0,7146503700.0,0.123226576,79.34309,17.776155,45.236465,2.9529827
66331,0.44,70,536960,13668076000.0,2062875800.0,2818180400.0,8776814000.0,1.0697236,107.396324,6.263824,59.207172,2.587658
66757,0.44,70,591835,9683263000.0,1169646500.0,870712800.0,7639725600.0,0.34781697,85.143326,7.043256,46.549686,2.9278815
