z,Snapshot,SubhaloID,"M,M_{\odot}","$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",SFR($M_{\odot}/yr$),$V_{max}$(km/s),$R_{max}$(kpc),$\sigma_v$(km/s),$R_{1/2M_*}(kpc)$
1.667,37,283782,25317558000.0,4933889500.0,7817208300.0,12545630000.0,13.072222,184.77426,3.0827265,113.896904,1.5972787
1.667,37,283783,2435108900.0,436579550.0,174923120.0,1823606300.0,0.3397974,60.293446,1.391852,35.762215,1.558375
1.667,37,283919,21252295000.0,3729740500.0,3100925200.0,14416879000.0,3.5109997,133.61868,30.61674,76.47112,3.1654084
1.667,37,284161,26837692000.0,4965946000.0,2575076600.0,19291021000.0,3.3682706,149.65714,31.222124,97.68826,3.565102
1.667,37,284162,8693303000.0,1355880300.0,372872100.0,6964551700.0,0.49558118,93.60578,16.224546,55.955864,2.4745011
1.667,37,284163,2685255000.0,616756300.0,604987000.0,1460155400.0,0.9681533,86.24712,1.765239,52.507626,0.7817097
1.667,37,284380,58927014000.0,11899830000.0,6066978000.0,40951505000.0,8.365219,165.74501,23.402735,98.96339,5.116809
1.667,37,284574,68702780000.0,10721250000.0,7361203000.0,50609496000.0,5.2633886,163.12352,12.381794,91.91405,5.584741
1.667,37,284924,10132187000.0,857946300.0,264407970.0,9008224000.0,0.20322154,82.92708,11.145513,51.46521,3.499341
1.667,37,285120,36538126000.0,4216714200.0,6344155600.0,25961091000.0,2.699587,163.45148,17.879555,91.386284,3.320791
1.667,37,285347,22878415000.0,3749839000.0,6240871000.0,12874143000.0,6.5986676,161.37149,2.9566498,91.89191,1.9329609
1.667,37,285499,16415271000.0,2620622300.0,4644385300.0,9134366000.0,3.6223133,155.17018,3.5022736,97.01641,1.4766545
1.667,37,285711,22024294000.0,3446033000.0,2479230000.0,16091657000.0,2.217783,145.89096,46.774345,96.3032,3.2994752
1.667,37,285712,7414087000.0,2117062500.0,568379300.0,4726674400.0,1.8014339,88.24586,3.3815875,55.145462,2.091905
1.667,37,285934,16481983000.0,1725480300.0,9157263000.0,5571096600.0,8.413763,210.49467,0.703116,95.621994,0.90853804
1.667,37,286130,10239151000.0,1078297200.0,1286954100.0,7869776000.0,0.791798,117.106995,15.272757,71.297356,2.0858068
1.667,37,286131,10639341000.0,1069038100.0,718008960.0,8850321000.0,0.39732027,98.02513,14.831957,54.089497,2.6458895
1.667,37,286132,8041664000.0,1009944770.0,798723300.0,6229482500.0,0.504033,106.02602,18.877237,65.12732,1.9299884
1.667,37,286134,1435781000.0,267473310.0,247202820.0,921104830.0,0.25086334,64.47437,1.9313804,38.820988,0.7553111
1.667,37,286358,25455987000.0,3561987600.0,3691740400.0,18188872000.0,2.6547909,154.63786,14.29354,87.921486,2.7671468
1.667,37,286602,24727876000.0,4209578800.0,4234640000.0,16271794000.0,3.7141173,148.56624,6.3179073,79.75022,2.4802246
1.667,37,286603,7118113000.0,869866500.0,960596100.0,5282514000.0,0.50675344,107.81823,11.35887,63.409412,1.6824352
1.667,37,286794,43213742000.0,6594553300.0,4643005000.0,31967787000.0,5.475115,154.46513,8.117684,91.742485,3.8969388
1.667,37,286795,4992687600.0,481424800.0,505137060.0,4006125600.0,0.40059316,83.85753,5.1328516,51.485157,1.5807463
1.667,37,286980,28417880000.0,5237840400.0,720055200.0,22459986000.0,3.0363913,146.5725,40.338215,96.66736,3.9684174
1.667,37,286981,2859814700.0,316058300.0,147522300.0,2396234000.0,0.08147438,67.23202,14.042011,39.580612,1.7147167
1.667,37,286985,940271940.0,135581220.0,117260904.0,685610560.0,0.06910544,49.229794,2.562435,31.501692,0.8541918
1.667,37,287293,9220215000.0,1841427200.0,3049346600.0,4317849000.0,4.1545205,142.11987,31.395798,88.66231,1.1150479
1.667,37,287294,7390760000.0,1221706900.0,634146600.0,5532982300.0,0.616595,87.452255,6.510518,53.429127,2.1860347
1.667,37,287552,47435980000.0,6950165000.0,8379673000.0,32086667000.0,5.1366863,172.18622,11.648045,95.30177,3.5971665
1.667,37,287688,25390500000.0,4837657600.0,2038383200.0,18508763000.0,3.7273645,149.0157,34.883713,90.71428,3.4168768
1.667,37,287689,2373001500.0,498596600.0,553095740.0,1321309000.0,0.7884146,78.95058,1.2557682,48.28343,0.82424015
1.667,37,287911,21496240000.0,4844536000.0,3205645000.0,13439057000.0,5.5869255,148.73495,33.334698,87.96522,2.4544213
1.667,37,288150,28116238000.0,2828307000.0,10226769000.0,15035789000.0,4.3819356,181.7339,2.9804952,95.50594,1.8760267
1.667,37,288322,31280978000.0,6822679600.0,2769349000.0,21684535000.0,5.462318,148.68121,38.668053,92.48868,3.6202855
1.667,37,288327,937305200.0,215317820.0,138015980.0,583971460.0,0.18512003,53.904797,1.4699072,30.08398,0.6959235
1.667,37,288568,29694192000.0,5047440400.0,2929370400.0,21711760000.0,3.7598479,144.14113,24.711855,94.03896,3.6221192
1.667,37,288569,2755172400.0,538404900.0,347786600.0,1868980900.0,0.3936,68.98154,3.690698,42.94856,1.2982737
1.667,37,288775,17848359000.0,1627505700.0,8213230600.0,7969600000.0,3.064657,186.83127,0.4012925,103.2438,1.1448835
1.667,37,288776,3555343400.0,304145440.0,133507816.0,3117690600.0,0.071496986,68.75857,6.8527975,42.94451,1.7973453
1.667,37,288926,38352142000.0,5460284000.0,8634103000.0,24243208000.0,4.3964467,169.35963,6.096827,91.4627,2.8789477
1.667,37,289107,38077366000.0,5136997400.0,2681728000.0,30253074000.0,1.7454109,139.15286,19.136003,77.88767,4.7103515
1.667,37,289299,19410625000.0,2330023200.0,1857868300.0,15222732000.0,2.1866145,141.58736,41.41282,90.177475,2.527662
1.667,37,289300,9198513000.0,902507100.0,371231170.0,7923317000.0,0.231851,90.18192,14.971651,52.36657,2.8951457
1.667,37,289303,848767940.0,194388700.0,294744960.0,356644580.0,0.6904067,74.504906,0.56504524,39.556023,0.34608385
1.667,37,289526,37274325000.0,8377715000.0,6463786000.0,22424594000.0,7.949705,151.866,5.6430674,90.57547,3.530082
1.667,37,289642,17326641000.0,1383106600.0,8078576000.0,7829845000.0,2.9987693,191.35297,0.482176,92.89291,1.0804273
1.667,37,289831,23561470000.0,2725460000.0,4341525500.0,16486416000.0,4.5928564,155.53758,15.362474,98.477585,2.3898163
1.667,37,290002,32686002000.0,5779626500.0,7380107300.0,19516080000.0,9.018904,168.12961,4.469962,99.95721,2.5013883
1.667,37,290220,41843220000.0,6527604700.0,6651497000.0,28649083000.0,6.8372173,173.99513,7.5602117,95.68662,2.9866204
1.667,37,290337,36814107000.0,6127145000.0,5737754600.0,24932448000.0,4.724571,161.53825,6.689639,92.7443,3.0496604
1.667,37,290339,2405663500.0,216917840.0,110133950.0,2078611600.0,0.06860932,60.368977,7.1016207,38.55203,1.5645387
1.667,37,290482,28622539000.0,6086546000.0,2505275400.0,20025637000.0,2.896437,144.51114,29.554604,91.20337,3.912368
1.667,37,290483,3184762400.0,279305900.0,216556270.0,2688900000.0,0.1183048,78.110756,6.83434,48.52483,1.2974492
1.667,37,290485,1834149800.0,177649950.0,115123784.0,1541376000.0,0.100708276,56.253975,3.0045128,37.192738,1.2563796
1.667,37,290830,19563487000.0,3123465200.0,2484526800.0,13950428000.0,1.9222006,130.26848,7.892468,73.19823,2.6245801
1.667,37,290831,10278538000.0,1428817000.0,699531100.0,8150189600.0,0.83766735,111.43689,28.04321,69.86769,2.809566
1.667,37,290832,1827802000.0,549280640.0,349378460.0,927003500.0,0.77804124,68.07818,1.1720929,40.251804,0.8773813
1.667,37,291057,80114740000.0,15005508000.0,8695146000.0,56403837000.0,8.598334,174.97278,13.058362,97.8275,5.677033
1.667,37,291169,31364750000.0,3958650000.0,8291277000.0,19081392000.0,5.6669908,184.99936,3.9148972,100.552475,1.9725463
1.667,37,291302,26340452000.0,4210169900.0,4267544300.0,17852193000.0,3.0809882,142.95839,5.933065,80.82073,2.78496
1.667,37,291303,17090083000.0,1814875000.0,360388260.0,14913278000.0,0.36481118,94.950165,11.697709,56.52627,4.3047256
1.667,37,291304,3212888000.0,426164580.0,219427140.0,2567296300.0,0.11213888,63.94483,7.6530266,39.333954,1.880214
1.667,37,291513,31316580000.0,6072684500.0,3965895400.0,21268447000.0,4.887043,156.1138,32.210426,92.9606,3.2140536
1.667,37,291694,50159153000.0,7313339400.0,12377990000.0,30449551000.0,5.524653,182.14017,6.385562,97.338745,3.253642
1.667,37,291817,45285196000.0,6766611500.0,2664126500.0,35850040000.0,2.1638005,146.77771,32.3231,86.90008,5.746265
1.667,37,291818,3238227000.0,742960800.0,477981400.0,2014179600.0,1.2036494,91.02495,1.7038857,54.639187,0.84258336
1.667,37,292020,21865974000.0,3184519200.0,6411068400.0,12252056000.0,4.1514378,166.65358,8.100503,98.35704,1.7644091
1.667,37,292230,30508685000.0,4108124000.0,8089428000.0,18291872000.0,4.299541,167.6543,4.8733954,95.29359,2.340126
1.667,37,292440,25774690000.0,4428815400.0,5636324400.0,15698713000.0,4.613242,150.69038,4.094506,81.03205,2.4739609
1.667,37,292727,9534829000.0,1943819500.0,1027429760.0,6560263700.0,1.6344913,108.74669,19.7861,62.868835,1.9602982
